# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U10D.r1.gsnap_reads.tab" "-F" "GTF" "aln/U10D.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U10D.r1.gsnap.bam
CLUG_00434	Supercontig_1.1	862649	864376	-	1728	379
CLUG_00435	Supercontig_1.1	866068	867222	-	1155	598
CLUG_00436	Supercontig_1.1	868644	871010	-	2367	3422
CLUG_00437	Supercontig_1.1	873156	875933	+	2778	1541
CLUG_00438	Supercontig_1.1	876302	876844	-	543	7897
CLUG_00439	Supercontig_1.1	878188	879696	+	1509	16
CLUG_00440	Supercontig_1.1	879846	880760	-	915	43175
CLUG_00441	Supercontig_1.1	881473	882705	-	1233	1394
CLUG_00442	Supercontig_1.1	883324	888918	-	5595	2234
CLUG_00443	Supercontig_1.1	889720	891885	-	2166	1780
CLUG_00444	Supercontig_1.1	892959	894749	-	1791	371
CLUG_00445	Supercontig_1.1	896704	897714	+	1011	287
CLUG_00446	Supercontig_1.1	898469	899755	-	1287	18900
CLUG_00447	Supercontig_1.1	901302	904202	-	2901	307
CLUG_00448	Supercontig_1.1	905598	906140	+	543	18440
CLUG_00449	Supercontig_1.1	907383	908231	-	849	1912
CLUG_00450	Supercontig_1.1	907560	908198	+	639	1853
CLUG_00451	Supercontig_1.1	908497	911199	-	2703	1001
CLUG_00452	Supercontig_1.1	909248	909709	+	462	108
CLUG_00453	Supercontig_1.1	912950	918517	-	5568	4988
CLUG_00454	Supercontig_1.1	919597	921156	-	1560	217
CLUG_00455	Supercontig_1.1	922124	923233	+	1110	18829
CLUG_00456	Supercontig_1.1	923598	924851	+	1254	1085
CLUG_00457	Supercontig_1.1	923772	924695	-	924	600
CLUG_00458	Supercontig_1.1	925524	926684	+	1161	685
CLUG_00459	Supercontig_1.1	928123	929547	-	1425	1348
CLUG_00460	Supercontig_1.1	932250	933980	-	1731	357
CLUG_00461	Supercontig_1.1	932268	934349	+	2082	409
CLUG_00462	Supercontig_1.1	936211	937305	+	1095	529
CLUG_00463	Supercontig_1.1	938479	938916	-	438	773
CLUG_00464	Supercontig_1.1	939325	940002	+	678	221
CLUG_00465	Supercontig_1.1	941827	943680	-	1854	1877
CLUG_00466	Supercontig_1.1	945101	946738	+	1638	9839
CLUG_00467	Supercontig_1.1	947233	948912	-	1680	142
CLUG_00468	Supercontig_1.1	947320	948966	+	1647	135
CLUG_00469	Supercontig_1.1	951963	952412	+	450	3196
CLUG_00470	Supercontig_1.1	952877	954187	-	1311	360
CLUG_00471	Supercontig_1.1	954717	959936	-	5220	2205
CLUG_00472	Supercontig_1.1	962613	963062	-	450	42995
CLUG_00473	Supercontig_1.1	963235	963693	-	459	42
CLUG_00474	Supercontig_1.1	965384	967906	+	2523	314
CLUG_00475	Supercontig_1.1	969271	970818	-	1548	32663
CLUG_00476	Supercontig_1.1	969283	970659	+	1377	26791
CLUG_00477	Supercontig_1.1	971359	972246	+	888	525
CLUG_00478	Supercontig_1.1	972787	973644	+	858	2968
CLUG_00479	Supercontig_1.1	972979	973623	-	645	2517
CLUG_00480	Supercontig_1.1	974841	975803	+	963	6999
CLUG_00481	Supercontig_1.1	976316	976831	-	516	2119
CLUG_00482	Supercontig_1.1	976361	976957	+	597	2502
CLUG_00483	Supercontig_1.1	978318	979625	+	1308	1316
CLUG_00484	Supercontig_1.1	980067	981194	-	1128	1802
CLUG_00485	Supercontig_1.1	981952	983298	-	1347	3008
CLUG_00486	Supercontig_1.1	983783	984775	-	993	1234
CLUG_00487	Supercontig_1.1	986404	988149	+	1746	3021
CLUG_00488	Supercontig_1.1	988738	989301	+	564	2
CLUG_00489	Supercontig_1.1	989437	991566	+	2130	8
CLUG_00490	Supercontig_1.1	993248	995368	+	2121	1087
CLUG_00491	Supercontig_1.1	995417	995917	+	501	351
CLUG_00492	Supercontig_1.1	995650	996234	-	585	560
CLUG_00493	Supercontig_1.1	996905	999433	+	2529	1250
CLUG_00494	Supercontig_1.1	999834	1001723	-	1890	1629
CLUG_00495	Supercontig_1.1	1000002	1001744	+	1743	1387
CLUG_00496	Supercontig_1.1	1003510	1004412	+	903	4489
CLUG_00497	Supercontig_1.1	1003552	1004505	-	954	4461
CLUG_00498	Supercontig_1.1	1004952	1005413	-	462	350
CLUG_00499	Supercontig_1.1	1005501	1007567	-	2067	927
CLUG_00500	Supercontig_1.1	1007777	1008559	-	783	5
CLUG_00501	Supercontig_1.1	1008462	1009715	+	1254	28
CLUG_00502	Supercontig_1.1	1009812	1010276	-	465	17
CLUG_00503	Supercontig_1.1	1010979	1011905	+	927	2101
CLUG_00504	Supercontig_1.1	1012721	1015843	+	3123	2055
CLUG_00505	Supercontig_1.1	1020337	1024911	-	4575	324
CLUG_00506	Supercontig_1.1	1026954	1028675	-	1722	8327
CLUG_00507	Supercontig_1.1	1031601	1033115	+	1515	11
CLUG_00508	Supercontig_1.1	1033409	1036069	-	2661	18398
CLUG_00509	Supercontig_1.1	1036797	1037405	-	609	3411
CLUG_00510	Supercontig_1.1	1037505	1038011	-	507	125
CLUG_00511	Supercontig_1.1	1038077	1039096	+	1020	176
CLUG_00512	Supercontig_1.1	1039177	1040031	+	855	11839
CLUG_00513	Supercontig_1.1	1040135	1040770	+	636	183
CLUG_00514	Supercontig_1.1	1040676	1041623	+	948	424
CLUG_00515	Supercontig_1.1	1042162	1042911	+	750	1438
CLUG_00516	Supercontig_1.1	1043272	1044249	+	978	3393
CLUG_00517	Supercontig_1.1	1044344	1045027	+	684	8356
CLUG_00518	Supercontig_1.1	1045088	1046854	-	1767	7674
CLUG_00519	Supercontig_1.1	1047034	1049193	-	2160	1655
CLUG_00520	Supercontig_1.1	1049369	1051585	-	2217	1625
CLUG_00521	Supercontig_1.1	1051713	1052900	+	1188	587
CLUG_00522	Supercontig_1.1	1052949	1055555	-	2607	913
CLUG_00523	Supercontig_1.1	1060409	1062016	-	1608	2788
CLUG_00524	Supercontig_1.1	1062088	1065108	-	3021	2335
CLUG_00525	Supercontig_1.1	1065808	1067601	+	1794	908
CLUG_00526	Supercontig_1.1	1067918	1068391	+	474	283
CLUG_00527	Supercontig_1.1	1068407	1070182	+	1776	1357
CLUG_00528	Supercontig_1.1	1070664	1071626	+	963	665
CLUG_00529	Supercontig_1.1	1071590	1072411	+	822	170
CLUG_00530	Supercontig_1.1	1072586	1073683	-	1098	4395
CLUG_00531	Supercontig_1.1	1074500	1075750	+	1251	1031
CLUG_00532	Supercontig_1.1	1076184	1078544	+	2361	2165
CLUG_00533	Supercontig_1.1	1079532	1080551	+	1020	11388
CLUG_00534	Supercontig_1.1	1080778	1081848	-	1071	1482
CLUG_00535	Supercontig_1.1	1082236	1083153	+	918	531
CLUG_00536	Supercontig_1.1	1083220	1084158	-	939	344
CLUG_00537	Supercontig_1.1	1084563	1086455	-	1893	873
CLUG_00538	Supercontig_1.1	1087349	1087789	-	441	184
CLUG_00539	Supercontig_1.1	1088292	1088888	-	597	9770
CLUG_00540	Supercontig_1.1	1091029	1092081	-	1053	701
CLUG_00541	Supercontig_1.1	1093377	1094054	+	678	6389
CLUG_00542	Supercontig_1.1	1094487	1098476	-	3990	3382
CLUG_00543	Supercontig_1.1	1099174	1100220	-	1047	1116
CLUG_00544	Supercontig_1.1	1101214	1102569	+	1356	567
CLUG_00545	Supercontig_1.1	1102514	1103884	-	1371	503
CLUG_00546	Supercontig_1.1	1104140	1105240	-	1101	765
CLUG_00547	Supercontig_1.1	1106227	1107636	+	1410	261
CLUG_00548	Supercontig_1.1	1108234	1108551	+	318	120
CLUG_00549	Supercontig_1.1	1108693	1110789	-	2097	6182
CLUG_00550	Supercontig_1.1	1111404	1112603	-	1200	962
CLUG_00551	Supercontig_1.1	1112898	1113416	-	519	1617
CLUG_00552	Supercontig_1.1	1114852	1116384	+	1533	674
CLUG_00553	Supercontig_1.1	1117408	1118370	+	963	5046
CLUG_00554	Supercontig_1.1	1119661	1121439	+	1779	807
CLUG_00555	Supercontig_1.1	1122738	1125686	+	2949	1790
CLUG_00556	Supercontig_1.1	1125784	1127355	+	1572	3573
CLUG_00557	Supercontig_1.1	1127856	1129490	-	1635	10
CLUG_00558	Supercontig_1.1	1131205	1131525	+	321	656
CLUG_00559	Supercontig_1.1	1132358	1134547	-	2190	2555
CLUG_00560	Supercontig_1.1	1135009	1135488	-	480	1
CLUG_00561	Supercontig_1.1	1136254	1138080	+	1827	3032
CLUG_00562	Supercontig_1.1	1140232	1142025	-	1794	324
CLUG_00563	Supercontig_1.1	1144119	1145858	+	1740	952
CLUG_00564	Supercontig_1.1	1146995	1148329	+	1335	9660
CLUG_00565	Supercontig_1.1	1149791	1150477	+	687	6878
CLUG_00566	Supercontig_1.1	1151478	1152560	-	1083	1845
CLUG_00567	Supercontig_1.1	1153753	1154634	-	882	42
CLUG_00568	Supercontig_1.1	1156491	1157159	+	669	650
CLUG_00569	Supercontig_1.1	1157687	1158457	+	771	191
CLUG_00570	Supercontig_1.1	1160388	1161077	+	690	155
CLUG_00571	Supercontig_1.1	1161440	1164952	+	3513	3626
CLUG_00572	Supercontig_1.1	1165806	1166834	+	1029	937
CLUG_00573	Supercontig_1.1	1166782	1167702	+	921	798
CLUG_00574	Supercontig_1.1	1167262	1168089	-	828	604
CLUG_00575	Supercontig_1.1	1168093	1169256	-	1164	532
CLUG_00576	Supercontig_1.1	1168223	1168768	+	546	374
CLUG_00577	Supercontig_1.1	1170145	1172400	+	2256	1660
CLUG_00578	Supercontig_1.1	1172768	1174018	-	1251	20
CLUG_00579	Supercontig_1.1	1173572	1174186	+	615	5
CLUG_00580	Supercontig_1.1	1176661	1178376	+	1716	3874
CLUG_00581	Supercontig_1.1	1180314	1181213	+	900	521
CLUG_00582	Supercontig_1.1;Supercontig_1.1	1181714;1181969	1181867;1182336	+;+	522	1841
CLUG_00583	Supercontig_1.1	1181821	1182477	-	657	1849
CLUG_00584	Supercontig_1.1	1182841	1184787	+	1947	3121
CLUG_00585	Supercontig_1.1	1185269	1185874	-	606	310
CLUG_00586	Supercontig_1.1	1185934	1187745	+	1812	691
CLUG_00587	Supercontig_1.1	1186339	1187289	-	951	404
CLUG_00588	Supercontig_1.1	1189292	1190416	-	1125	1042
CLUG_00589	Supercontig_1.1	1191057	1191863	+	807	4516
CLUG_00590	Supercontig_1.1	1192672	1193352	+	681	682
CLUG_00591	Supercontig_1.1	1193511	1195490	-	1980	485
CLUG_00592	Supercontig_1.1	1195968	1196642	+	675	541
CLUG_00593	Supercontig_1.1	1195976	1196620	-	645	540
CLUG_00594	Supercontig_1.1	1197395	1198357	-	963	344
CLUG_00595	Supercontig_1.1	1198696	1200936	-	2241	417
CLUG_00596	Supercontig_1.1	1201389	1201979	+	591	442
CLUG_00597	Supercontig_1.1	1202058	1204577	-	2520	1601
CLUG_00598	Supercontig_1.1	1205407	1207989	+	2583	1448
CLUG_00599	Supercontig_1.1	1208259	1208969	+	711	171
CLUG_00600	Supercontig_1.1	1209005	1209736	+	732	212
CLUG_00601	Supercontig_1.1	1210249	1211334	-	1086	1195
CLUG_00602	Supercontig_1.1	1212449	1213069	+	621	7479
CLUG_00603	Supercontig_1.1	1213941	1215401	+	1461	3509
CLUG_00604	Supercontig_1.1	1216477	1216962	-	486	2726
CLUG_00605	Supercontig_1.1	1218208	1220043	+	1836	1334
CLUG_00606	Supercontig_1.1	1220509	1221432	+	924	1468
CLUG_00607	Supercontig_1.1	1220655	1221197	-	543	186
CLUG_00608	Supercontig_1.1	1220746	1221315	-	570	45
CLUG_00609	Supercontig_1.1	1222905	1226240	+	3336	10401
CLUG_00610	Supercontig_1.1	1226385	1227173	+	789	115
CLUG_00611	Supercontig_1.1	1227337	1229355	-	2019	382
CLUG_00612	Supercontig_1.1	1229496	1230017	+	522	24
CLUG_00613	Supercontig_1.1	1231014	1232615	+	1602	397
CLUG_00614	Supercontig_1.1	1233094	1233756	+	663	345
CLUG_00615	Supercontig_1.1	1233865	1234329	-	465	3703
CLUG_00616	Supercontig_1.1	1235035	1237080	-	2046	1689
CLUG_00617	Supercontig_1.1	1238408	1240669	+	2262	7948
CLUG_00618	Supercontig_1.1	1241867	1243588	-	1722	11664
CLUG_00619	Supercontig_1.1	1241882	1243576	+	1695	11471
CLUG_00620	Supercontig_1.1	1244059	1246911	+	2853	510
CLUG_00621	Supercontig_1.1	1246978	1248546	-	1569	3167
CLUG_00622	Supercontig_1.1	1248665	1250113	-	1449	432
CLUG_00623	Supercontig_1.1	1250034	1251356	-	1323	188
CLUG_00624	Supercontig_1.1	1252362	1252700	-	339	800
CLUG_00625	Supercontig_1.1	1254147	1254665	+	519	985
CLUG_00626	Supercontig_1.1	1257117	1257599	-	483	15
CLUG_00627	Supercontig_1.1	1258270	1259160	+	891	255
CLUG_00628	Supercontig_1.1	1258593	1259186	+	594	24
CLUG_00629	Supercontig_1.1	1259925	1260650	-	726	598
CLUG_00630	Supercontig_1.1	1260935	1262446	-	1512	2635
CLUG_00631	Supercontig_1.1	1263621	1264625	+	1005	5850
CLUG_00632	Supercontig_1.1	1265461	1267035	+	1575	822
CLUG_00633	Supercontig_1.1	1267681	1268106	+	426	2174
CLUG_00634	Supercontig_1.1	1268831	1270042	+	1212	254
CLUG_00635	Supercontig_1.1	1270250	1271614	-	1365	4543
CLUG_00636	Supercontig_1.1	1272517	1273014	+	498	303
CLUG_00637	Supercontig_1.1	1273534	1274358	+	825	680
CLUG_00638	Supercontig_1.1	1274750	1275529	-	780	232
CLUG_00639	Supercontig_1.1	1276120	1276872	+	753	635
CLUG_00640	Supercontig_1.1	1276194	1276862	-	669	620
CLUG_00641	Supercontig_1.1	1276968	1277747	+	780	64
CLUG_00642	Supercontig_1.1	1278885	1280288	-	1404	1785
CLUG_00643	Supercontig_1.1	1278918	1280222	+	1305	1817
CLUG_00644	Supercontig_1.1	1280602	1281867	-	1266	1432
CLUG_00645	Supercontig_1.1	1282311	1283621	-	1311	850
CLUG_00646	Supercontig_1.1	1285238	1286719	+	1482	596
CLUG_00647	Supercontig_1.1	1288374	1288886	+	513	72
CLUG_00648	Supercontig_1.1	1291261	1292169	+	909	465
CLUG_00649	Supercontig_1.1	1292380	1294875	-	2496	1473
CLUG_00650	Supercontig_1.1	1295629	1297794	-	2166	3047
CLUG_00651	Supercontig_1.1	1299047	1300852	-	1806	886
CLUG_00652	Supercontig_1.1	1302573	1302917	-	345	767
CLUG_00653	Supercontig_1.1	1303501	1304265	-	765	1063
CLUG_00654	Supercontig_1.1	1304831	1308979	-	4149	2042
CLUG_00655	Supercontig_1.1	1309627	1311225	+	1599	1674
CLUG_00656	Supercontig_1.1	1311871	1312836	+	966	1648
CLUG_00657	Supercontig_1.1	1313920	1314606	+	687	1237
CLUG_00658	Supercontig_1.1	1315093	1316790	+	1698	952
CLUG_00659	Supercontig_1.1	1317430	1322463	+	5034	3407
CLUG_00660	Supercontig_1.1	1322558	1323085	-	528	133
CLUG_00661	Supercontig_1.1	1323268	1324644	-	1377	377
CLUG_00662	Supercontig_1.1	1324960	1325853	-	894	143
CLUG_00663	Supercontig_1.1	1325940	1326782	-	843	441
CLUG_00664	Supercontig_1.1	1326958	1328430	+	1473	340
CLUG_00665	Supercontig_1.1	1328768	1329607	+	840	264
CLUG_00666	Supercontig_1.1	1330040	1333306	+	3267	6953
CLUG_00667	Supercontig_1.1	1334679	1336937	+	2259	4704
CLUG_00668	Supercontig_1.1	1337061	1338461	-	1401	676
CLUG_00669	Supercontig_1.1	1339979	1340779	+	801	2915
CLUG_00670	Supercontig_1.1	1341468	1342256	+	789	1095
CLUG_00671	Supercontig_1.1	1342427	1343086	-	660	896
CLUG_00672	Supercontig_1.1	1343305	1344429	+	1125	264
CLUG_00673	Supercontig_1.1	1344505	1345641	-	1137	3138
CLUG_00674	Supercontig_1.1	1346338	1350303	-	3966	1535
CLUG_00675	Supercontig_1.1	1351508	1352323	-	816	123
CLUG_00676	Supercontig_1.1	1353615	1355636	+	2022	1579
CLUG_00677	Supercontig_1.1	1356673	1358325	+	1653	351
CLUG_00678	Supercontig_1.1	1358374	1359954	-	1581	234
CLUG_00679	Supercontig_1.1	1360248	1361483	+	1236	39
CLUG_00680	Supercontig_1.1	1363608	1367228	-	3621	2438
CLUG_00681	Supercontig_1.1	1367994	1369022	-	1029	620
CLUG_00682	Supercontig_1.1	1369493	1370665	-	1173	918
CLUG_00683	Supercontig_1.1	1370861	1371133	-	273	2055
CLUG_00684	Supercontig_1.1	1371239	1371598	-	360	2616
CLUG_00685	Supercontig_1.1	1372246	1372995	+	750	542
CLUG_00686	Supercontig_1.1	1374503	1376419	-	1917	2840
CLUG_00687	Supercontig_1.1	1379210	1381069	+	1860	574
CLUG_00688	Supercontig_1.1	1382554	1383354	+	801	882
CLUG_00689	Supercontig_1.1	1384616	1386028	+	1413	3274
CLUG_00690	Supercontig_1.1	1386839	1387828	-	990	2779
CLUG_00691	Supercontig_1.1	1387994	1388989	-	996	3979
CLUG_00692	Supercontig_1.1	1390054	1390545	-	492	195
CLUG_00693	Supercontig_1.1	1391079	1392428	+	1350	829
CLUG_00694	Supercontig_1.1	1391163	1392476	-	1314	773
CLUG_00695	Supercontig_1.1	1393392	1393541	-	150	4724
CLUG_00696	Supercontig_1.1	1394725	1396950	-	2226	77
CLUG_00697	Supercontig_1.1	1397565	1399679	-	2115	4308
CLUG_00698	Supercontig_1.1	1400629	1400772	-	144	1242
CLUG_00699	Supercontig_1.1	1401150	1401665	-	516	1181
CLUG_00700	Supercontig_1.1	1402734	1404968	-	2235	10625
CLUG_00701	Supercontig_1.1	1405064	1405744	+	681	6
CLUG_00702	Supercontig_1.1	1406206	1407792	-	1587	17865
CLUG_00703	Supercontig_1.1	1408714	1409214	-	501	463
CLUG_00704	Supercontig_1.1	1409630	1410673	-	1044	691
CLUG_00705	Supercontig_1.1	1411189	1415490	+	4302	1767
CLUG_00706	Supercontig_1.1	1415689	1416501	+	813	1168
CLUG_00707	Supercontig_1.1	1416802	1417326	+	525	1371
CLUG_00708	Supercontig_1.1	1418214	1420061	+	1848	961
CLUG_00709	Supercontig_1.1	1420089	1426001	-	5913	2217
CLUG_00710	Supercontig_1.1	1426505	1428232	-	1728	1777
CLUG_00711	Supercontig_1.1	1429442	1430485	-	1044	885
CLUG_00712	Supercontig_1.1	1430723	1432387	-	1665	1188
CLUG_00713	Supercontig_1.1	1432584	1434932	-	2349	377
CLUG_00714	Supercontig_1.1	1435124	1435501	+	378	238
CLUG_00715	Supercontig_1.1	1435897	1437996	+	2100	2390
CLUG_00716	Supercontig_1.1	1438132	1438818	+	687	192
CLUG_00717	Supercontig_1.1	1439207	1439695	+	489	392
CLUG_00718	Supercontig_1.1	1439759	1440247	-	489	1130
CLUG_00719	Supercontig_1.1	1441016	1443469	+	2454	762
CLUG_00720	Supercontig_1.1	1444695	1446203	-	1509	902
CLUG_00721	Supercontig_1.1	1447890	1450655	-	2766	605
CLUG_00722	Supercontig_1.1	1450720	1452261	+	1542	4455
CLUG_00723	Supercontig_1.1	1454202	1455884	+	1683	9874
CLUG_00724	Supercontig_1.1	1455931	1457718	-	1788	908
CLUG_00725	Supercontig_1.1	1457936	1458958	+	1023	193
CLUG_00726	Supercontig_1.1	1458959	1460980	-	2022	490
CLUG_00727	Supercontig_1.1	1461257	1462780	-	1524	1208
CLUG_00728	Supercontig_1.1	1464042	1464959	+	918	495
CLUG_00729	Supercontig_1.1	1465775	1468708	+	2934	2716
CLUG_00730	Supercontig_1.1	1468805	1470508	-	1704	1034
CLUG_00731	Supercontig_1.1	1470858	1472465	+	1608	1075
CLUG_00732	Supercontig_1.1	1473662	1474645	+	984	274
CLUG_00733	Supercontig_1.1	1475135	1477852	+	2718	1284
CLUG_00734	Supercontig_1.1	1478389	1480803	+	2415	1820
CLUG_00735	Supercontig_1.1	1481012	1482547	-	1536	8329
CLUG_00736	Supercontig_1.1	1482752	1484899	-	2148	384
CLUG_00737	Supercontig_1.1	1485269	1486492	-	1224	1008
CLUG_00738	Supercontig_1.1	1487175	1488200	-	1026	978
CLUG_00739	Supercontig_1.1	1489155	1490150	+	996	1076
CLUG_00740	Supercontig_1.1	1491264	1492814	+	1551	4239
CLUG_00741	Supercontig_1.1	1492878	1494314	-	1437	25950
CLUG_00742	Supercontig_1.1	1495097	1496146	+	1050	2604
CLUG_00743	Supercontig_1.1	1496396	1500409	+	4014	651
CLUG_00744	Supercontig_1.1	1500231	1503071	+	2841	1347
CLUG_00745	Supercontig_1.1	1503196	1504611	+	1416	266
CLUG_00746	Supercontig_1.1	1504629	1505810	-	1182	319
CLUG_00747	Supercontig_1.1	1505851	1506354	+	504	240
CLUG_00748	Supercontig_1.1	1506415	1507368	-	954	332
CLUG_00749	Supercontig_1.1	1508536	1509549	-	1014	2501
CLUG_00750	Supercontig_1.1	1509859	1511286	-	1428	712
CLUG_00751	Supercontig_1.1	1511697	1512371	-	675	1471
CLUG_00752	Supercontig_1.1	1513245	1514045	-	801	945
CLUG_00753	Supercontig_1.1	1515170	1516171	-	1002	1368
CLUG_00754	Supercontig_1.1	1517500	1518465	+	966	1946
CLUG_00755	Supercontig_1.1	1518553	1519878	-	1326	3522
CLUG_00756	Supercontig_1.1	1520610	1522844	+	2235	1446
CLUG_00757	Supercontig_1.1	1525175	1527172	+	1998	23808
CLUG_00758	Supercontig_1.1	1528013	1530877	-	2865	5026
CLUG_00759	Supercontig_1.1	1531513	1533870	+	2358	1440
CLUG_00760	Supercontig_1.1	1533917	1538386	-	4470	260
CLUG_00761	Supercontig_1.1	1539066	1540625	+	1560	3106
CLUG_00762	Supercontig_1.1	1543049	1544809	+	1761	11503
CLUG_00763	Supercontig_1.1	1545377	1546693	-	1317	76
CLUG_00764	Supercontig_1.1	1549128	1549880	-	753	893
CLUG_00765	Supercontig_1.1	1551174	1552193	-	1020	509
CLUG_00766	Supercontig_1.1	1552524	1554536	-	2013	853
CLUG_00767	Supercontig_1.1	1554728	1556476	-	1749	658
CLUG_00768	Supercontig_1.1	1556593	1559007	-	2415	393
CLUG_00769	Supercontig_1.1	1559424	1561463	-	2040	1372
CLUG_00770	Supercontig_1.1	1562811	1563431	-	621	493
CLUG_00771	Supercontig_1.1	1564013	1566007	-	1995	975
CLUG_00772	Supercontig_1.1	1566766	1567242	-	477	4688
CLUG_00773	Supercontig_1.1	1568181	1571549	+	3369	42
CLUG_00774	Supercontig_1.1	1571625	1572614	+	990	292
CLUG_00775	Supercontig_1.1	1572773	1574203	+	1431	488
CLUG_00776	Supercontig_1.1	1574672	1576606	+	1935	2031
CLUG_00777	Supercontig_1.1	1576612	1577184	-	573	573
CLUG_00778	Supercontig_1.1	1576655	1577110	+	456	407
CLUG_00779	Supercontig_1.1	1577994	1580237	-	2244	3347
CLUG_00780	Supercontig_1.1	1582107	1582952	-	846	1167
CLUG_00781	Supercontig_1.1	1583317	1583934	+	618	1025
CLUG_00782	Supercontig_1.1	1583953	1586781	-	2829	1058
CLUG_00783	Supercontig_1.1	1587276	1588856	-	1581	4690
CLUG_00784	Supercontig_1.1	1589411	1591105	-	1695	1031
CLUG_00785	Supercontig_1.1	1592135	1592929	-	795	169
CLUG_00786	Supercontig_1.1	1592393	1593106	+	714	172
CLUG_00787	Supercontig_1.1	1593938	1595137	+	1200	3229
CLUG_00788	Supercontig_1.1	1595938	1597761	+	1824	3628
CLUG_00789	Supercontig_1.1	1597864	1600851	-	2988	1447
CLUG_00790	Supercontig_1.1	1601509	1603686	+	2178	5208
CLUG_00791	Supercontig_1.1	1604211	1605011	+	801	560
CLUG_00792	Supercontig_1.1	1605467	1607161	+	1695	393
CLUG_00793	Supercontig_1.1	1607332	1607583	-	252	581
CLUG_00794	Supercontig_1.1	1608073	1608687	-	615	169
CLUG_00795	Supercontig_1.1	1609316	1609999	+	684	94
CLUG_00796	Supercontig_1.1	1610170	1610985	+	816	1417
CLUG_00797	Supercontig_1.1	1611058	1612488	-	1431	360
CLUG_00798	Supercontig_1.1	1613493	1616153	+	2661	1284
CLUG_00799	Supercontig_1.1	1616282	1617667	-	1386	540
CLUG_00800	Supercontig_1.1	1618477	1619538	+	1062	720
CLUG_00801	Supercontig_1.1	1619587	1624938	-	5352	7100
CLUG_00802	Supercontig_1.1	1626473	1628893	+	2421	2070
CLUG_00803	Supercontig_1.1	1629132	1630118	+	987	553
CLUG_00804	Supercontig_1.1	1630173	1631162	+	990	429
CLUG_00805	Supercontig_1.1	1631225	1633264	-	2040	9434
CLUG_00806	Supercontig_1.1	1633796	1634680	-	885	606
CLUG_00807	Supercontig_1.1	1636300	1637673	+	1374	937
CLUG_00808	Supercontig_1.1	1637699	1640230	-	2532	3248
CLUG_00809	Supercontig_1.1	1640969	1642759	+	1791	991
CLUG_00810	Supercontig_1.1	1642821	1644488	-	1668	587
CLUG_00811	Supercontig_1.1	1644797	1645819	-	1023	130
CLUG_00812	Supercontig_1.1	1646275	1646682	+	408	144
CLUG_00813	Supercontig_1.1	1646780	1649281	-	2502	193
CLUG_00814	Supercontig_1.1	1649413	1650888	-	1476	829
CLUG_00815	Supercontig_1.1	1651063	1652130	+	1068	612
CLUG_00816	Supercontig_1.1	1652266	1653135	-	870	381
CLUG_00817	Supercontig_1.1	1653990	1657544	+	3555	9663
CLUG_00818	Supercontig_1.1	1657683	1659245	+	1563	727
CLUG_00819	Supercontig_1.1	1659505	1661643	+	2139	739
CLUG_00820	Supercontig_1.1	1661902	1663443	+	1542	2176
CLUG_00821	Supercontig_1.1	1664379	1665386	+	1008	1574
CLUG_00822	Supercontig_1.1	1666183	1667295	-	1113	896
CLUG_00823	Supercontig_1.1	1668374	1668910	+	537	908
CLUG_00824	Supercontig_1.1	1669378	1670535	-	1158	51922
CLUG_00825	Supercontig_1.1	1671463	1671972	+	510	45
CLUG_00826	Supercontig_1.1	1672617	1673789	-	1173	6598
CLUG_00827	Supercontig_1.1	1674406	1676433	-	2028	1118
CLUG_00828	Supercontig_1.1	1675709	1676329	+	621	325
CLUG_00829	Supercontig_1.1	1676351	1677247	+	897	111
CLUG_00830	Supercontig_1.1	1677569	1678243	+	675	1424
CLUG_00831	Supercontig_1.1	1678200	1679414	-	1215	10316
CLUG_00832	Supercontig_1.1	1680504	1683122	+	2619	2139
CLUG_00833	Supercontig_1.1	1683238	1684056	-	819	304
CLUG_00834	Supercontig_1.1	1684323	1689191	+	4869	1133
CLUG_00835	Supercontig_1.1	1689391	1691655	-	2265	5886
CLUG_00836	Supercontig_1.1	1692616	1693350	+	735	587
CLUG_00837	Supercontig_1.1	1693366	1695615	-	2250	979
CLUG_00838	Supercontig_1.1	1696236	1698590	-	2355	1452
CLUG_00839	Supercontig_1.1	1699241	1700137	-	897	4552
CLUG_00840	Supercontig_1.1	1700453	1703944	-	3492	2769
CLUG_00841	Supercontig_1.1	1706340	1709243	+	2904	2162
CLUG_00842	Supercontig_1.1	1711431	1712351	+	921	345
CLUG_00843	Supercontig_1.1	1711540	1712001	+	462	0
CLUG_00844	Supercontig_1.1	1712158	1712616	+	459	497
CLUG_00845	Supercontig_1.1	1713719	1714792	-	1074	183
CLUG_00846	Supercontig_1.1	1717156	1717452	-	297	324
CLUG_00847	Supercontig_1.1	1718796	1719305	+	510	3040
CLUG_00848	Supercontig_1.1	1720187	1721164	-	978	569
CLUG_00849	Supercontig_1.1	1722168	1723076	+	909	38680
CLUG_00850	Supercontig_1.1	1723818	1725122	-	1305	5809
