Geneid	Chr	Start	End	Strand	Length	L1B.r1	L1B.r2	L1B_benomyl.r1	L1B_benomyl.r2	L4C.r1	L4C.r2	L4C_benomyl.r1	L4C_benomyl.r2	U10D.r1	U10D.r2	U10D_benomyl.r1	U10D_benomyl.r2	U3B.r1	U3B.r2	U3B_benomyl.r1	U3B_benomyl.r2	U3E.r1	U3E.r2	U3E_benomyl.r1	U3E_benomyl.r2	U5C.r1	U5C.r2	U5C_benomyl.r1	U5C_benomyl.r2
CLUG_00157	Supercontig_1.1	299898	300494	-	597	14970	18224	10926	12908	1233	167	12760	8161	5382	4834	6075	6465	4578	5430	19234	14549	3244	2163	12306	2676	2523	2102	6338	8533
CLUG_00158	Supercontig_1.1	300898	302001	-	1104	1676	2105	4967	5250	2336	295	9328	6330	1456	1941	5154	5376	2713	2383	10784	9920	2319	1870	3541	636	1775	1174	3550	4643
CLUG_00159	Supercontig_1.1	302640	302984	-	345	1401	1437	1538	1868	2525	273	3688	3081	1284	1837	2139	3452	3937	4559	4084	1987	3089	2712	2991	874	1736	1277	3512	7297
CLUG_00160	Supercontig_1.1	303147	308459	-	5313	3811	3346	1389	1813	7726	1182	4991	8311	4936	6349	1798	2747	5151	4493	3921	4177	5461	4087	4447	946	2606	1863	3833	5025
CLUG_00161	Supercontig_1.1	309090	309344	-	255	236	153	85	126	304	62	201	519	246	259	91	146	314	243	140	309	377	247	175	29	166	170	186	233
CLUG_00162	Supercontig_1.1	309763	311703	-	1941	778	529	240	325	1268	189	513	1154	890	1046	253	393	1118	969	471	827	1215	1019	473	86	645	497	428	620
CLUG_00163	Supercontig_1.1	312946	314676	+	1731	2601	1318	22387	26555	2245	356	34248	34765	2031	2373	23196	28498	9311	11459	18173	17480	2822	2794	24863	4319	7537	7607	38110	51008
CLUG_00164	Supercontig_1.1	315320	317425	+	2106	577	419	223	293	1192	143	498	540	744	936	306	443	787	585	286	429	884	781	186	34	422	299	223	356
CLUG_00165	Supercontig_1.1	317672	320599	+	2928	1140	755	254	301	2092	332	584	663	1163	1793	492	731	2137	2251	253	300	2398	1968	545	163	1318	975	1687	2154
CLUG_00166	Supercontig_1.1	321399	324881	+	3483	4466	4568	205	289	9364	1335	362	456	5531	6792	296	330	5659	4577	247	352	7318	6462	775	157	4507	3310	157	244
CLUG_00167	Supercontig_1.1	325196	325618	+	423	381	314	221	254	708	121	427	314	402	522	423	623	785	729	228	215	683	600	681	194	375	263	727	914
CLUG_00168	Supercontig_1.1	326287	327861	+	1575	1709	1548	264	340	3451	453	418	478	1708	2223	417	392	3099	2652	206	279	2704	2179	1056	208	1625	1201	650	763
CLUG_00169	Supercontig_1.1	328836	329915	+	1080	1695	1268	118	126	3542	456	149	208	1785	2357	179	158	2272	1851	123	187	2308	1814	129	18	1173	977	99	98
CLUG_00170	Supercontig_1.1	331505	333535	+	2031	22542	15269	18167	21822	31197	4210	15080	13083	23292	23723	26454	26119	27764	25399	11940	14057	23535	20851	38627	6857	15098	11307	36597	51143
CLUG_00171	Supercontig_1.1	333938	334984	-	1047	43986	32554	818	1158	47641	5302	1393	1269	28037	31411	967	826	23265	27062	1260	865	21276	21503	437	125	8016	6040	192	302
CLUG_00172	Supercontig_1.1	337926	339587	-	1662	622	1241	345	238	463	61	425	397	706	980	215	249	206	220	1193	972	310	347	117	13	147	114	219	220
CLUG_00173	Supercontig_1.1	339667	340134	-	468	111	317	60	40	113	14	56	116	179	263	65	67	49	37	244	257	94	82	30	3	36	25	69	42
CLUG_00174	Supercontig_1.1	340228	341355	+	1128	247	610	55	42	2017	108	58	65	307	779	46	50	33	67	60	166	105	94	19	3	22	23	38	54
CLUG_00175	Supercontig_1.1	341445	342698	+	1254	432	929	60	60	3164	153	145	148	500	1271	67	109	78	112	145	146	227	227	51	12	49	37	54	73
CLUG_00176	Supercontig_1.1	344260	345711	-	1452	30524	50800	3631	4932	81069	5809	5001	3710	39161	60134	8766	8514	45965	40393	3019	2820	42033	25241	4051	1001	26474	17654	2625	3436
CLUG_00177	Supercontig_1.1	347815	349350	+	1536	6838	6391	2470	3504	10385	1697	3403	4182	10246	10415	4535	6690	13402	9527	3654	3716	11291	8591	4495	969	5299	4443	2216	2839
CLUG_00178	Supercontig_1.1	350485	351861	+	1377	27420	17028	15552	19490	31065	4197	23791	22769	23789	26120	26421	40765	49283	40246	18448	15759	35563	31091	33090	6687	22449	14604	32769	56679
CLUG_00179	Supercontig_1.1	352779	355868	+	3090	8051	3426	1050	1487	19038	4257	1092	1101	26991	27560	3123	1336	26609	15322	270	467	25860	14999	2849	312	20304	12878	286	190
CLUG_00180	Supercontig_1.1	357124	358230	+	1107	1098	780	91	138	2038	250	132	134	1004	1286	185	121	847	620	73	108	1356	1170	319	57	630	399	87	112
CLUG_00181	Supercontig_1.1	359036	359938	+	903	677	1180	141	145	1284	191	153	235	714	915	180	261	1104	859	249	204	1010	632	175	50	724	455	187	206
CLUG_00182	Supercontig_1.1	361174	361605	+	432	208	175	189	294	435	52	133	108	213	317	112	147	1084	1211	312	677	687	604	184	43	413	332	147	202
CLUG_00183	Supercontig_1.1	362173	364440	-	2268	2922	4052	14098	16270	5975	780	18788	24666	4214	5504	15292	25093	5446	5305	31357	37726	5948	5923	15063	2891	2779	2146	10665	15627
CLUG_00184	Supercontig_1.1	365541	366821	-	1281	757	478	102	119	1561	196	66	79	708	1064	128	105	1381	1816	91	140	1119	1468	91	23	677	480	27	23
CLUG_00185	Supercontig_1.1	368136	369476	+	1341	410	257	114	165	605	124	227	243	419	534	255	410	755	914	168	193	719	797	403	81	416	316	700	1306
CLUG_00186	Supercontig_1.1	370242	370898	+	657	328	189	93	120	523	93	168	236	264	482	133	232	516	463	120	102	552	542	175	32	266	193	419	617
CLUG_00187	Supercontig_1.1	371174	371827	-	654	1039	825	183	218	2534	336	272	242	1073	1368	213	221	1860	2142	169	168	1833	1779	121	41	1016	819	35	55
CLUG_00188	Supercontig_1.1	371453	371992	+	540	27	4	32	29	6	1	11	32	8	5	10	32	2	26	79	102	4	32	18	2	4	5	34	39
CLUG_00189	Supercontig_1.1	372603	373259	+	657	1602	1060	387	516	2935	329	611	406	1481	1937	386	467	2771	2697	688	608	2467	2397	193	55	1383	1011	110	202
CLUG_00190	Supercontig_1.1	373720	374346	-	627	48	0	108	173	2	0	25	18	1	0	17	35	2	124	41	253	2	113	182	1	1	2	5	53
CLUG_00191	Supercontig_1.1	376794	377327	+	534	1921	2626	88	122	3181	392	173	158	2337	2493	208	152	1730	1481	123	167	1980	1680	329	96	1307	892	83	125
CLUG_00192	Supercontig_1.1	377513	379465	-	1953	801	478	110	155	1339	185	135	140	631	1068	139	184	1154	1285	83	117	1192	1093	149	34	589	469	120	181
CLUG_00193	Supercontig_1.1	380451	381893	-	1443	890	585	92	123	2062	275	203	120	1032	1313	130	108	1230	869	146	115	1213	994	76	23	582	397	25	31
CLUG_00194	Supercontig_1.1	381973	383442	-	1470	8	1	21	19	16	5	22	24	6	11	13	15	6	6	49	70	1	10	11	1	3	2	2	6
CLUG_00195	Supercontig_1.1	385283	387031	+	1749	1379	1018	264	292	2344	413	415	535	1695	1955	303	391	2474	2037	1602	1008	2241	1827	157	37	1039	934	432	663
CLUG_00196	Supercontig_1.1	388135	392499	-	4365	3117	2212	730	1085	4437	728	1835	2353	3188	3807	1160	1786	5848	7765	1137	954	5277	5678	4221	621	3196	2692	3584	5873
CLUG_00197	Supercontig_1.1	392591	396217	-	3627	663	754	154	188	1840	311	93	245	1419	1661	167	294	1974	2195	168	214	2010	1539	611	122	1240	958	545	697
CLUG_00198	Supercontig_1.1	396992	397672	+	681	304	211	137	174	821	111	378	283	377	534	223	274	832	632	362	216	697	585	94	28	531	382	54	66
CLUG_00199	Supercontig_1.1	398138	398845	-	708	33782	26527	367	449	55705	6118	484	411	32847	45678	496	365	29934	25256	79	161	27251	19945	1768	235	14072	10754	272	104
CLUG_00200	Supercontig_1.1	399222	399776	+	555	15	12	20	7	18	9	27	26	15	12	9	15	13	18	52	87	8	13	7	0	5	6	5	8
CLUG_00201	Supercontig_1.1	400899	405125	+	4227	1157	567	119	129	3041	405	109	144	1136	1742	102	111	1428	1203	353	354	1846	1283	69	11	818	533	51	70
CLUG_00202	Supercontig_1.1	405611	406066	+	456	1230	1530	39	43	1795	252	44	60	1250	1335	39	38	1312	872	80	83	1331	1030	24	3	744	552	13	24
CLUG_00203	Supercontig_1.1	407123	408253	+	1131	9442	9288	177	276	11898	1582	364	258	9415	10392	263	203	9125	5787	284	255	9109	7214	86	29	4502	3363	64	94
CLUG_00204	Supercontig_1.1	408955	409992	+	1038	15745	7275	477	666	14411	2665	675	583	12540	11268	623	438	11608	6626	176	251	8814	7942	517	80	5577	4507	259	157
CLUG_00205	Supercontig_1.1	410755	412602	+	1848	2290	2244	179	216	2692	395	125	132	2332	2652	257	288	2294	1981	84	73	2424	2083	301	68	1478	944	184	238
CLUG_00206	Supercontig_1.1	412791	413579	+	789	2748	1901	975	1353	3466	459	2194	2125	2533	3259	1805	3030	7763	7105	1702	1123	5483	4636	2749	767	3758	2812	4151	8737
CLUG_00207	Supercontig_1.1	414569	416347	+	1779	1998	1637	217	279	3240	475	353	381	2081	2707	302	305	1874	1292	304	277	2209	1744	420	113	1035	676	175	235
CLUG_00208	Supercontig_1.1	418924	420453	+	1530	4893	4518	482	774	10725	1325	1764	2178	5735	7269	732	867	6282	4527	300	364	7551	4617	972	272	3631	2670	194	238
CLUG_00209	Supercontig_1.1	421327	422364	+	1038	2759	2267	4142	4931	4236	504	6126	4541	2600	3077	4515	5327	3605	3387	4162	4156	2960	3220	4392	839	2218	1580	3113	4752
CLUG_00210	Supercontig_1.1	423401	425182	+	1782	1422	1130	955	923	3096	430	3852	3067	1632	2196	830	1329	2780	2049	3235	2482	2614	1774	360	86	1567	1103	728	1272
CLUG_00211	Supercontig_1.1	425533	427863	+	2331	2245	1392	515	514	4015	559	496	995	2301	2976	465	567	3069	2785	1305	2099	3096	2671	236	46	1428	997	205	343
CLUG_00212	Supercontig_1.1	428212	429516	+	1305	2829	3249	1662	1919	3933	629	1819	2343	2807	3249	1475	1672	2166	1920	1472	1926	2906	3220	358	98	1303	1072	263	460
CLUG_00213	Supercontig_1.1	430078	431499	+	1422	841	710	782	734	1603	208	2294	1643	895	1216	770	957	1566	1239	3027	2567	1498	1167	546	101	696	446	431	678
CLUG_00214	Supercontig_1.1	431640	433583	+	1944	1086	755	98	153	1831	235	140	188	1024	1414	133	141	1499	1287	149	177	1461	1419	228	59	761	470	88	168
CLUG_00215	Supercontig_1.1	434218	435630	+	1413	2244	1526	173	269	3939	502	273	331	1891	2809	268	246	2943	2890	187	281	2771	2946	247	60	1643	1135	135	203
CLUG_00216	Supercontig_1.1	436585	437484	-	900	829	703	642	1063	1260	171	1887	1689	758	925	691	1319	1044	914	917	771	989	916	2013	439	557	376	1337	2041
CLUG_00217	Supercontig_1.1	437704	438393	-	690	1024	1413	54	68	1301	150	69	47	995	1310	107	69	1061	758	26	21	1081	960	203	59	547	450	64	39
CLUG_00218	Supercontig_1.1	438942	439670	-	729	1492	917	110	187	2217	100	260	78	7766	10987	1957	1201	86	105	106	50	765	396	453	102	152	224	119	179
CLUG_00219	Supercontig_1.1	440575	443265	-	2691	1289	1681	96	128	3436	331	211	261	1483	2524	162	165	2029	2475	144	110	2579	2248	102	30	1255	1041	63	86
CLUG_00220	Supercontig_1.1	443009	444760	-	1752	277	402	23	30	1012	101	16	51	445	724	45	61	505	682	16	28	592	569	9	5	360	272	18	13
CLUG_00221	Supercontig_1.1	446487	449246	+	2760	15405	12443	5013	5801	22904	3509	5254	7927	17195	19434	10113	12932	15270	9742	2981	3900	15016	13035	9340	1383	7815	5393	3913	4504
CLUG_00222	Supercontig_1.1	446657	447508	-	852	302	23	160	159	61	9	10	32	39	48	27	34	43	124	28	140	33	222	169	2	12	9	6	52
CLUG_00223	Supercontig_1.1	449478	450782	-	1305	30193	20730	392	519	33539	4425	833	691	32765	32374	467	634	26021	28172	300	382	32719	45544	2208	368	9280	8835	83	91
CLUG_00224	Supercontig_1.1	452139	453389	-	1251	568	349	279	262	994	187	807	637	690	959	500	733	1117	1115	525	391	1197	850	435	130	707	537	1494	2351
CLUG_00225	Supercontig_1.1	454245	455702	+	1458	902	683	51	85	1567	179	86	76	1017	1344	93	112	1015	711	76	90	1228	1031	108	32	537	344	32	37
CLUG_00226	Supercontig_1.1	455880	456851	+	972	917	709	201	285	1817	242	290	294	872	1306	344	409	4643	5202	495	409	2519	2482	740	265	1574	1281	881	1517
CLUG_00227	Supercontig_1.1	457165	458709	+	1545	1125	703	553	719	1971	285	813	505	1164	1368	606	685	1586	1347	1132	945	1479	1245	481	102	1130	737	435	623
CLUG_00228	Supercontig_1.1	459052	459537	+	486	382	415	58	94	665	78	167	104	325	395	106	141	460	440	87	94	390	352	178	35	227	130	125	197
CLUG_00229	Supercontig_1.1	459586	460182	-	597	1159	1687	126	169	2337	252	309	259	1358	1753	144	195	2347	1587	201	161	2207	1476	165	61	1072	752	67	127
CLUG_00230	Supercontig_1.1	460293	462083	-	1791	709	738	162	210	1888	225	211	408	887	1337	233	210	1487	970	259	431	1399	1083	134	30	619	477	129	160
CLUG_00231	Supercontig_1.1	462145	462687	+	543	324	242	32	52	640	84	104	93	365	416	45	59	486	322	66	50	448	415	40	10	239	141	9	21
CLUG_00232	Supercontig_1.1	463143	463535	-	393	605	487	562	593	1052	121	1907	1392	524	689	581	795	967	651	1077	675	834	597	880	189	493	307	739	763
CLUG_00233	Supercontig_1.1	464203	465207	-	1005	1470	1262	3342	3941	2497	287	5850	4806	1371	1583	2817	2760	1438	1087	3450	3381	1510	1402	3761	796	944	680	2415	2795
CLUG_00234	Supercontig_1.1	466119	467933	-	1815	6557	6037	1035	1059	5774	610	398	288	5584	7042	1043	797	4430	3702	163	262	5604	5857	1950	333	3281	2580	283	263
CLUG_00235	Supercontig_1.1	469940	471283	+	1344	1343	715	1692	2090	2697	354	1109	1898	1594	2019	1778	2310	2252	4157	1193	1798	1719	1985	4200	668	765	711	2321	4124
CLUG_00236	Supercontig_1.1	469991	470791	-	801	22	5	50	58	16	0	12	7	4	3	1	6	7	52	15	65	4	35	69	0	7	1	2	4
CLUG_00237	Supercontig_1.1	470545	471027	-	483	41	0	73	92	1	2	0	0	0	0	7	3	0	76	7	87	0	41	129	0	0	0	1	9
CLUG_00238	Supercontig_1.1	471201	472376	+	1176	1459	840	1668	2093	3205	393	1975	2134	2096	2444	2077	2598	2895	3968	1365	1543	2230	2067	4191	956	997	802	2916	4316
CLUG_00239	Supercontig_1.1	472225	473172	+	948	2296	1307	2225	2885	4421	578	4441	3203	2872	3315	2689	3821	4100	5308	2432	1963	3262	3091	6232	1533	1394	997	4193	5914
CLUG_00240	Supercontig_1.1	473181	474443	-	1263	745	654	318	359	1110	170	813	1080	1135	969	787	572	616	450	146	268	556	349	630	122	413	315	286	304
CLUG_00241	Supercontig_1.1	474858	475748	-	891	192	203	146	169	468	107	151	501	489	478	413	316	228	195	56	76	218	111	364	64	182	137	146	132
CLUG_00242	Supercontig_1.1	476801	478303	-	1503	63966	66760	16366	20649	178810	18294	33485	40892	88991	123122	33584	39996	96084	61227	5856	7623	76609	59552	33873	5652	55031	34706	13898	27411
CLUG_00243	Supercontig_1.1	481208	481648	+	441	151	111	87	122	240	34	219	121	133	207	84	106	204	179	172	164	247	242	39	8	152	82	48	100
CLUG_00244	Supercontig_1.1	482299	483768	-	1470	1035	390	209	200	3762	442	385	400	1143	1769	208	256	1932	1397	582	559	2128	1468	90	28	875	632	97	128
CLUG_00245	Supercontig_1.1	484446	485537	+	1092	909	545	78	104	1820	237	78	109	718	1078	95	89	2000	1918	51	121	1603	1433	114	23	836	551	59	88
CLUG_00246	Supercontig_1.1	487122	488261	-	1140	2315	2294	1574	1800	4172	497	1429	770	2190	2972	1505	1608	1902	1567	2041	1757	1937	2049	477	131	1320	1019	316	479
CLUG_00247	Supercontig_1.1	490035	491276	+	1242	50	55	11	26	954	36	26	44	50	104	29	50	181	64	136	155	162	152	10	1	214	154	38	58
CLUG_00248	Supercontig_1.1	491665	493323	+	1659	816	545	111	151	1828	229	218	210	968	1255	158	180	1794	1525	115	159	1203	960	166	55	621	431	53	74
CLUG_00249	Supercontig_1.1	494561	495916	-	1356	373	259	45	76	520	76	72	109	348	394	58	84	426	375	101	147	460	373	108	21	266	136	84	76
CLUG_00250	Supercontig_1.1	496331	497194	-	864	3235	2446	624	827	5185	647	828	879	2921	3668	1291	1426	4661	3835	521	557	3928	3408	1964	323	2172	1379	737	967
CLUG_00251	Supercontig_1.1	497485	498942	+	1458	590	486	40	71	1095	163	110	149	555	760	146	166	1051	824	89	89	934	708	402	86	539	304	405	496
CLUG_00252	Supercontig_1.1	499003	500058	-	1056	574	384	127	125	852	142	256	223	491	651	144	172	764	594	307	229	737	552	188	51	497	286	111	180
CLUG_00253	Supercontig_1.1	500122	502434	-	2313	599	597	127	135	1590	224	141	285	746	1048	163	223	959	712	305	278	1129	841	179	50	666	469	123	208
CLUG_00254	Supercontig_1.1	502819	503424	-	606	1373	1346	350	415	2392	302	545	525	1354	1787	646	782	2122	1430	434	280	1909	1571	1230	258	1103	795	873	1154
CLUG_00255	Supercontig_1.1	503752	504939	+	1188	5	8	17	30	16	1	46	69	33	14	13	22	2	2	67	89	6	8	37	8	3	0	28	42
CLUG_00256	Supercontig_1.1	505194	506396	+	1203	1521	754	1506	2119	1983	367	4398	5653	2885	1905	2165	3407	3826	2459	2291	2029	2369	2324	3156	781	1267	1046	2205	3170
CLUG_00257	Supercontig_1.1	506423	507166	-	744	39	0	80	147	2	0	1	6	1	3	1	4	0	139	5	192	2	58	94	0	2	1	3	51
CLUG_00258	Supercontig_1.1	507716	509701	+	1986	836	874	643	841	2116	207	2509	3136	709	1172	562	1208	750	596	2569	2097	844	913	567	127	422	278	1054	1847
CLUG_00259	Supercontig_1.1	509924	511276	+	1353	443	297	77	103	947	109	132	164	436	647	67	138	731	654	223	365	706	691	26	4	351	259	61	64
CLUG_00260	Supercontig_1.1	511661	515485	+	3825	2560	3119	628	811	7136	787	518	1236	3504	5191	1029	1219	4135	3679	1664	2405	4015	3454	1640	416	1805	1480	970	1501
CLUG_00261	Supercontig_1.1	515953	517836	+	1884	180	190	400	437	546	58	427	955	192	407	496	851	545	752	1383	1835	565	608	579	160	309	210	784	1174
CLUG_00262	Supercontig_1.1	518092	519123	+	1032	224	179	250	276	505	46	334	601	203	303	242	415	490	433	807	1283	400	355	116	25	235	160	258	372
CLUG_00263	Supercontig_1.1	520004	521815	-	1812	2030	1675	602	776	3655	507	1356	1445	2312	2787	693	955	3574	2880	2585	1823	3098	2387	730	219	1982	1310	1302	1558
CLUG_00264	Supercontig_1.1	522909	525350	+	2442	4932	4089	1845	2157	5309	772	2509	2845	4020	5138	1573	2328	3748	3447	5320	5280	3955	4145	1277	230	2408	1637	1301	1783
CLUG_00265	Supercontig_1.1	525648	526526	-	879	466	494	656	654	419	70	562	581	409	433	632	793	692	488	653	590	571	490	1416	307	423	310	1799	2150
CLUG_00266	Supercontig_1.1	527173	529434	+	2262	1461	1331	2361	3184	2311	360	3726	5140	1531	1782	2852	4149	1625	1480	2354	2219	1766	1482	5356	1214	932	796	5197	6747
CLUG_00267	Supercontig_1.1	529589	530884	-	1296	1736	900	266	342	2299	334	403	309	1137	1152	262	229	2685	3883	255	276	2016	2333	533	73	1231	952	107	99
CLUG_00268	Supercontig_1.1	531662	532117	+	456	4900	5983	1181	1576	6842	917	966	945	3977	4848	1118	1044	6735	3460	262	896	6011	4821	1461	206	3680	2372	275	286
CLUG_00269	Supercontig_1.1	532104	534128	+	2025	854	1200	1129	1504	2245	273	208	337	1142	1562	183	268	850	510	192	1498	1096	966	602	32	565	359	82	264
CLUG_00270	Supercontig_1.1	534181	535143	+	963	735	770	593	758	1382	169	143	231	608	995	104	154	370	332	126	809	625	608	435	22	262	166	59	151
CLUG_00271	Supercontig_1.1	535196	536515	-	1320	14982	8272	14702	16635	21707	2796	14530	13289	13809	14762	15822	14737	25755	30151	7988	10386	14044	12718	25918	4941	6853	5148	13823	18917
CLUG_00272	Supercontig_1.1	537200	538075	+	876	458	276	83	119	895	93	133	203	553	672	98	127	763	613	170	251	661	524	198	37	350	200	114	102
CLUG_00273	Supercontig_1.1	538164	539036	-	873	4627	3580	2649	3260	7983	983	4864	4356	4898	6080	4974	7673	7381	6200	3057	3031	7220	5631	5944	1344	3628	2296	3975	5865
CLUG_00274	Supercontig_1.1	539780	540349	+	570	516	491	286	433	950	128	764	670	524	717	481	861	920	690	571	431	811	617	647	189	424	305	664	940
CLUG_00275	Supercontig_1.1	540542	541210	+	669	130	7	234	341	11	2	75	175	8	11	90	159	17	122	205	340	29	147	190	12	11	11	113	188
CLUG_00276	Supercontig_1.1	540742	541572	-	831	3032	1539	2494	3190	3678	602	3183	2840	3601	2753	3444	3975	5132	4227	1430	1667	3545	3810	2993	562	1514	1224	606	890
CLUG_00277	Supercontig_1.1	542289	544766	+	2478	3602	3935	381	452	6155	812	1117	1108	4061	5139	476	638	3138	2281	1310	1072	3663	2734	440	86	1706	1146	526	888
CLUG_00278	Supercontig_1.1	547075	548322	+	1248	53512	33885	14037	19207	80119	10888	19703	22767	51171	61670	24582	37801	85630	78267	7855	8032	67077	59755	36108	7319	32680	23551	20547	28685
CLUG_00279	Supercontig_1.1	548530	549132	-	603	233	190	113	91	480	47	118	149	237	315	108	119	355	199	329	407	275	210	112	18	194	128	157	211
CLUG_00280	Supercontig_1.1	549445	550656	+	1212	602	454	152	210	1044	141	234	216	619	801	284	310	878	769	269	239	918	714	414	108	498	300	423	657
CLUG_00281	Supercontig_1.1	550710	553238	-	2529	530	264	237	230	1348	153	196	312	517	827	167	247	1003	897	469	679	1009	803	83	19	480	254	253	379
CLUG_00282	Supercontig_1.1	553791	555200	-	1410	4591	4233	869	1026	7788	1108	1840	1061	5181	6446	1325	1340	7946	7480	999	956	7799	6286	2534	501	4839	3603	1361	2085
CLUG_00283	Supercontig_1.1	556869	558854	-	1986	1551	1912	222	242	3776	495	332	444	2074	2972	315	362	4241	3837	619	578	4066	3011	362	89	2201	1787	475	848
CLUG_00284	Supercontig_1.1	559741	560379	-	639	64	1	86	93	4	0	26	57	2	6	30	53	8	63	151	233	5	76	119	15	3	1	123	175
CLUG_00285	Supercontig_1.1	560486	562183	-	1698	846	767	578	676	940	151	422	432	775	1041	534	697	1553	2176	764	917	1259	1528	1470	232	628	557	692	1218
CLUG_00286	Supercontig_1.1	562526	563593	-	1068	31301	22078	10312	12524	43508	5819	9390	7033	37601	43473	12781	10108	18343	11255	5018	5032	26240	21137	14215	2649	13449	9630	5642	7029
CLUG_00287	Supercontig_1.1	565044	567095	+	2052	7393	6618	1409	1895	7988	1640	5120	6277	9429	8815	1262	2075	7769	6428	2309	1656	7936	5926	3639	872	4051	3811	2931	4600
CLUG_00288	Supercontig_1.1	567254	568999	+	1746	1247	919	373	373	1788	277	449	831	1273	1429	462	476	2141	1692	787	972	1826	1462	702	161	1218	748	1064	1560
CLUG_00289	Supercontig_1.1	569087	570019	-	933	534	449	62	105	1139	127	125	76	579	765	161	82	861	608	61	119	854	649	216	68	578	324	156	198
CLUG_00290	Supercontig_1.1	570075	571079	-	1005	412	374	69	86	1193	145	107	121	498	780	153	105	944	609	93	107	851	629	242	48	492	322	147	201
CLUG_00291	Supercontig_1.1	572078	573100	+	1023	300	182	243	235	670	97	398	506	321	449	172	219	345	239	828	810	400	366	89	14	261	178	329	520
CLUG_00292	Supercontig_1.1	573550	574227	+	678	425	431	293	392	1059	115	997	705	493	803	444	600	1159	842	1101	808	1017	706	487	155	543	330	706	944
CLUG_00293	Supercontig_1.1	574453	576690	+	2238	493	384	109	190	1015	151	139	193	515	668	129	151	1033	994	69	278	1074	874	252	70	587	380	277	374
CLUG_00294	Supercontig_1.1	577236	577565	+	330	42	56	4	26	88	7	50	40	36	58	38	56	84	122	96	37	48	84	78	21	27	27	90	188
CLUG_00295	Supercontig_1.1	577877	578197	-	321	49910	32303	8016	10226	110984	14202	21130	16211	75410	92435	16528	16847	129108	80754	6470	3616	103194	69299	6511	2073	42800	31649	2831	4382
CLUG_00296	Supercontig_1.1	579830	582631	-	2802	2617	3239	325	407	5184	610	520	604	2974	4323	546	669	5546	5273	262	317	5456	4352	1109	221	3801	2649	484	676
CLUG_00297	Supercontig_1.1	583089	584006	-	918	19	9	11	22	54	5	1	17	20	29	19	25	35	44	29	62	40	33	52	1	15	10	5	7
CLUG_00298	Supercontig_1.1	584784	586319	+	1536	1241	944	147	252	2338	321	579	737	1059	1580	293	332	1969	1640	246	192	1869	1548	745	192	948	670	346	451
