Geneid	Chr	Start	End	Strand	Length	L10.rep1	L10.rep2	L17.rep1	L17.rep2	U04.rep1	U04.rep2	U05.rep1	U05.rep2	U07.rep1	U07.rep2
CLUG_00253	Supercontig_1.1	500122	502434	-	2313	1622	231	648	593	993	778	764	1070	1147	932
CLUG_00254	Supercontig_1.1	502819	503424	-	606	2383	298	1409	1323	2092	1445	1341	1765	1881	1603
CLUG_00255	Supercontig_1.1	503752	504939	+	1188	18	3	8	8	5	3	36	14	9	14
CLUG_00256	Supercontig_1.1	505194	506396	+	1203	1955	360	1585	748	3784	2508	2862	1868	2333	2437
CLUG_00257	Supercontig_1.1	506423	507166	-	744	887	131	469	377	2754	2923	523	700	1433	1237
CLUG_00258	Supercontig_1.1	507716	509701	+	1986	2076	203	873	857	738	586	698	1149	835	943
CLUG_00259	Supercontig_1.1	509924	511276	+	1353	990	115	463	307	722	652	445	644	709	700
CLUG_00260	Supercontig_1.1	511661	515485	+	3825	7019	784	2674	3072	4106	3741	3481	5118	3969	3621
CLUG_00261	Supercontig_1.1	515953	517836	+	1884	562	61	203	199	546	765	200	420	557	626
CLUG_00262	Supercontig_1.1	518092	519123	+	1032	506	45	241	174	485	442	201	285	387	385
CLUG_00263	Supercontig_1.1	520004	521815	-	1812	3614	504	2165	1644	3515	2949	2288	2746	3062	2498
CLUG_00264	Supercontig_1.1	522909	525350	+	2442	5228	760	5046	4033	3711	3442	4016	5083	3918	4209
CLUG_00265	Supercontig_1.1	525648	526526	-	879	417	68	502	493	695	488	420	425	571	524
CLUG_00266	Supercontig_1.1	527173	529434	+	2262	2184	346	1507	1284	1533	1460	1469	1692	1680	1484
CLUG_00267	Supercontig_1.1	529589	530884	-	1296	2257	332	1774	875	2634	3858	1133	1139	1962	2366
CLUG_00268	Supercontig_1.1	531662	532117	+	456	7090	960	5473	6185	6938	3707	4165	5047	6228	5214
CLUG_00269	Supercontig_1.1	532104	534128	+	2025	2113	252	807	964	588	446	966	1421	850	916
CLUG_00270	Supercontig_1.1	534181	535143	+	963	3562	451	1855	1577	3210	2346	2201	2828	2295	1581
CLUG_00271	Supercontig_1.1	535196	536515	-	1320	21381	2753	15075	8105	25433	29826	13742	14520	13864	12773
CLUG_00272	Supercontig_1.1	537200	538075	+	876	959	103	542	309	830	703	571	704	723	624
CLUG_00273	Supercontig_1.1	538164	539036	-	873	6777	843	3998	3048	6376	5176	4247	5124	6247	4832
CLUG_00274	Supercontig_1.1	539780	540349	+	570	964	131	546	496	920	723	549	719	804	638
CLUG_00275	Supercontig_1.1	540542	541210	+	669	2752	429	2404	1139	3850	3160	2708	2093	2663	2901
CLUG_00276	Supercontig_1.1	540742	541572	-	831	3652	599	3136	1502	5088	4261	3580	2724	3486	3937
CLUG_00277	Supercontig_1.1	542289	544766	+	2478	6031	797	3869	3852	3104	2350	4025	5019	3596	2878
CLUG_00278	Supercontig_1.1	547075	548322	+	1248	74750	10190	51231	31508	80608	72943	48143	57216	62742	56909
CLUG_00279	Supercontig_1.1	548530	549132	-	603	472	51	244	197	358	209	241	318	282	228
CLUG_00280	Supercontig_1.1	549445	550656	+	1212	1044	142	641	452	877	770	616	811	914	731
CLUG_00281	Supercontig_1.1	550710	553238	-	2529	1305	143	567	256	986	915	517	811	986	855
CLUG_00282	Supercontig_1.1	553791	555200	-	1410	7299	1036	4675	3945	7374	7197	4826	5960	7358	6268
CLUG_00283	Supercontig_1.1	556869	558854	-	1986	3576	471	1604	1835	4020	3729	1995	2787	3852	3079
CLUG_00284	Supercontig_1.1	559741	560379	-	639	2671	314	1627	1216	3053	2538	1226	1748	2250	2189
CLUG_00285	Supercontig_1.1	560486	562183	-	1698	951	148	913	800	1579	2272	794	1041	1254	1644
CLUG_00286	Supercontig_1.1	562526	563593	-	1068	42930	5757	32207	21722	18112	11361	37327	42788	25895	21707
CLUG_00287	Supercontig_1.1	565044	567095	+	2052	7598	1566	7372	6256	7469	6240	9113	8404	7603	5902
CLUG_00288	Supercontig_1.1	567254	568999	+	1746	1810	274	1380	917	2124	1787	1275	1442	1835	1586
CLUG_00289	Supercontig_1.1	569087	570019	-	933	1159	135	574	459	872	637	621	781	873	702
CLUG_00290	Supercontig_1.1	570075	571079	-	1005	1204	137	459	379	934	647	515	832	863	701
CLUG_00291	Supercontig_1.1	572078	573100	+	1023	663	96	324	181	341	248	323	443	397	396
CLUG_00292	Supercontig_1.1	573550	574227	+	678	1044	118	458	432	1147	864	494	792	1007	746
CLUG_00293	Supercontig_1.1	574453	576690	+	2238	997	150	505	381	1037	1042	521	667	1077	912
CLUG_00294	Supercontig_1.1	577236	577565	+	330	96	7	51	59	103	140	39	70	56	108
CLUG_00295	Supercontig_1.1	577877	578197	-	321	109704	14027	50773	31868	128253	80492	75329	91449	102295	70006
CLUG_00296	Supercontig_1.1	579830	582631	-	2802	4916	585	2603	3104	5358	5119	2883	4135	5203	4309
CLUG_00297	Supercontig_1.1	583089	584006	-	918	59	4	30	17	37	49	33	34	41	43
CLUG_00298	Supercontig_1.1	584784	586319	+	1536	2310	311	1346	936	1955	1723	1062	1567	1857	1673
CLUG_00299	Supercontig_1.1	586474	586908	-	435	1636	114	439	669	1347	2790	369	1048	1495	1933
CLUG_00300	Supercontig_1.1	587726	589042	+	1317	1816	241	1098	855	1043	787	964	1327	1127	985
CLUG_00301	Supercontig_1.1	589384	590535	-	1152	1215	150	673	562	1170	974	806	891	1094	1009
CLUG_00302	Supercontig_1.1	590728	592365	+	1638	5039	681	3330	2779	2710	1822	3986	4725	3514	3098
CLUG_00303	Supercontig_1.1	593700	594974	+	1275	5247	618	2641	2404	4181	3283	2928	3789	3957	3112
CLUG_00304	Supercontig_1.1	595266	597005	-	1740	938	161	609	280	576	311	756	744	676	591
CLUG_00305	Supercontig_1.1	598008	600170	-	2163	1294	195	827	570	1680	1528	1112	1031	1277	1376
CLUG_00306	Supercontig_1.1	601065	601526	+	462	68	12	26	9	34	27	43	36	47	49
CLUG_00307	Supercontig_1.1	601672	602358	+	687	1926	239	1875	1860	2630	2112	1285	1515	1952	1951
CLUG_00308	Supercontig_1.1	602643	603233	-	591	2262	444	1382	781	1519	1117	1431	1494	1468	1011
CLUG_00309	Supercontig_1.1	603574	606087	-	2514	4167	780	2561	1393	2438	2264	2851	2861	2555	2019
CLUG_00310	Supercontig_1.1	606641	607216	+	576	5	1	0	3	2	4	2	2	4	2
CLUG_00311	Supercontig_1.1	607327	609615	+	2289	2442	312	1284	1241	2477	2061	1305	1891	2307	1927
CLUG_00312	Supercontig_1.1	610025	611173	-	1149	1573	254	771	582	1335	1175	817	1071	1256	827
CLUG_00313	Supercontig_1.1	612397	613911	-	1515	1219	203	648	452	1232	1096	773	886	1628	1327
CLUG_00314	Supercontig_1.1	616811	618907	+	2097	8508	1094	3781	3237	5255	4212	5186	6544	5680	5274
CLUG_00315	Supercontig_1.1	620650	621789	+	1140	1649	246	1051	669	1269	847	969	1082	1246	1012
CLUG_00316	Supercontig_1.1	621867	623528	-	1662	10840	1284	3550	1873	5075	3814	4609	6621	5823	4039
CLUG_00317	Supercontig_1.1	624265	631167	-	6903	2429	335	967	947	1086	1049	1511	1804	1427	1329
CLUG_00318	Supercontig_1.1	632354	633676	+	1323	4168	469	2759	2015	3673	3170	2329	2900	3116	3028
CLUG_00319	Supercontig_1.1	634086	635291	-	1206	1996	224	1240	1007	1130	938	941	1265	986	1086
CLUG_00320	Supercontig_1.1	635551	637884	+	2334	2985	379	1629	1330	1844	1713	1550	1884	1857	1811
CLUG_00321	Supercontig_1.1	638884	639708	+	825	3817	432	1823	1914	6405	6614	3587	3593	4614	5256
CLUG_00322	Supercontig_1.1	640251	641945	-	1695	726	86	408	285	421	401	395	512	414	570
CLUG_00323	Supercontig_1.1	642990	644783	-	1794	956	125	478	345	579	564	440	619	762	792
CLUG_00324	Supercontig_1.1	645758	647113	-	1356	6290	678	3869	2724	3668	3512	2817	4025	3227	3729
CLUG_00325	Supercontig_1.1	647827	648666	+	840	769	123	574	423	555	504	517	552	553	503
CLUG_00326	Supercontig_1.1	647926	648855	-	930	837	127	620	463	609	536	548	585	578	537
CLUG_00327	Supercontig_1.1	649140	652160	-	3021	1278	164	615	386	581	670	572	939	669	755
CLUG_00328	Supercontig_1.1	652363	654399	-	2037	406	52	165	146	230	269	184	287	249	217
CLUG_00329	Supercontig_1.1	654735	655187	+	453	650	82	351	287	671	447	379	471	490	383
CLUG_00330	Supercontig_1.1	655314	658691	-	3378	2839	356	1312	912	2443	2482	1179	1809	2407	2025
CLUG_00331	Supercontig_1.1	659677	663540	-	3864	1568	238	783	517	1392	1564	781	1308	1534	1283
CLUG_00332	Supercontig_1.1	664287	664919	+	633	997	187	621	462	842	655	896	893	941	663
CLUG_00333	Supercontig_1.1	665275	665967	-	693	980	136	452	224	699	609	439	616	695	609
CLUG_00334	Supercontig_1.1	667328	668287	+	960	257	29	183	95	280	308	128	187	176	281
CLUG_00335	Supercontig_1.1	668509	671400	+	2892	1196	135	394	240	1104	1261	497	794	989	816
CLUG_00336	Supercontig_1.1	671652	672215	+	564	391	41	179	83	340	340	151	261	366	272
CLUG_00337	Supercontig_1.1	673493	674152	+	660	1565	216	775	559	1514	1126	796	1065	1492	1011
CLUG_00338	Supercontig_1.1	674203	675783	-	1581	2020	286	1102	1128	1711	1578	1099	1399	1546	1428
CLUG_00339	Supercontig_1.1	676445	678100	+	1656	1222	141	582	546	1045	1028	585	877	964	835
CLUG_00340	Supercontig_1.1	678183	678896	-	714	252	17	147	173	372	821	112	220	339	447
CLUG_00341	Supercontig_1.1	680113	681822	+	1710	31	1	12	20	10	10	15	11	8	13
CLUG_00342	Supercontig_1.1	682583	683449	+	867	3604	462	2193	2147	2657	2405	1832	2482	2443	2324
CLUG_00343	Supercontig_1.1	683898	685151	-	1254	756	96	393	232	535	449	348	453	517	446
CLUG_00344	Supercontig_1.1	685565	686815	+	1251	1148	115	501	393	714	575	570	759	769	628
CLUG_00345	Supercontig_1.1	686861	687490	-	630	5651	749	4128	3145	5315	3694	3692	4436	4541	3937
CLUG_00346	Supercontig_1.1	688087	690522	-	2436	1331	187	749	484	1194	1397	605	956	1326	1299
CLUG_00347	Supercontig_1.1	691857	694151	+	2295	1542	226	782	428	1134	1168	733	1243	1419	1177
CLUG_00348	Supercontig_1.1	694187	695281	-	1095	847	84	491	267	805	759	360	559	648	771
CLUG_00349	Supercontig_1.1	695581	697263	+	1683	1892	304	1161	809	1871	1778	1138	1663	1948	1800
CLUG_00350	Supercontig_1.1	697388	698983	-	1596	3755	537	2516	1902	4516	4289	2494	3047	3596	3287
CLUG_00351	Supercontig_1.1	699337	700359	+	1023	762	122	525	350	685	547	530	583	664	579
CLUG_00352	Supercontig_1.1	701669	703423	+	1755	566	66	260	328	457	243	559	688	246	262
CLUG_00353	Supercontig_1.1	704174	704758	+	585	3282	345	2439	3240	3573	2891	2820	3732	3535	3183
CLUG_00354	Supercontig_1.1	704879	705334	-	456	313	51	172	122	295	257	145	183	285	350
CLUG_00355	Supercontig_1.1	706583	707050	-	468	0	0	3	0	4	4	2	6	5	2
CLUG_00356	Supercontig_1.1	706603	707319	-	717	889	160	540	343	512	589	733	862	849	824
CLUG_00357	Supercontig_1.1	709109	711304	+	2196	1498	201	1415	953	1355	1692	1207	1469	1453	2318
CLUG_00358	Supercontig_1.1	713916	714806	-	891	4961	741	4878	3814	3950	3967	4503	5254	4359	5040
CLUG_00359	Supercontig_1.1	713940	714866	+	927	3984	585	4025	3112	3254	3295	3595	4214	3533	4212
CLUG_00360	Supercontig_1.1	714697	715233	+	537	1083	179	1114	1011	1078	734	1281	1176	1187	964
CLUG_00361	Supercontig_1.1	717222	718220	+	999	22282	3029	13005	13583	22220	19032	19892	21816	19078	17731
CLUG_00362	Supercontig_1.1	718693	719241	+	549	896	132	582	301	794	756	472	592	679	741
CLUG_00363	Supercontig_1.1	718720	719184	-	465	3287	430	2012	1040	3055	2459	1735	2180	2495	2229
CLUG_00364	Supercontig_1.1	718841	719323	+	483	0	0	0	0	0	0	0	0	0	0
CLUG_00365	Supercontig_1.1	719247	719741	+	495	428	47	236	107	327	346	185	268	339	344
CLUG_00366	Supercontig_1.1	720850	721512	-	663	3093	371	2207	1287	2640	2499	1831	2147	2382	2598
CLUG_00367	Supercontig_1.1	722638	725727	-	3090	6721	886	3864	2326	5159	4917	3807	4705	5285	4460
CLUG_00368	Supercontig_1.1	727279	728745	+	1467	1987	242	1128	443	1888	1861	986	1331	1730	1643
CLUG_00369	Supercontig_1.1	729189	730088	-	900	1355	187	687	315	1216	993	780	874	1042	1052
CLUG_00370	Supercontig_1.1	730677	731747	+	1071	776	122	549	368	844	799	695	573	795	854
CLUG_00371	Supercontig_1.1	733025	733693	+	669	1502	187	1174	927	1043	950	907	1321	1170	1365
CLUG_00372	Supercontig_1.1	734239	735087	-	849	2528	141	502	638	902	1357	500	785	701	842
CLUG_00373	Supercontig_1.1	736842	740330	+	3489	1570	192	579	423	1041	916	845	1163	1175	997
CLUG_00374	Supercontig_1.1	741059	742681	+	1623	1505	237	1171	688	735	645	1353	1246	817	782
CLUG_00375	Supercontig_1.1	743232	743639	+	408	912	129	678	419	862	791	518	569	750	789
CLUG_00376	Supercontig_1.1	744308	745288	+	981	3160	468	1545	1102	2923	2887	1584	2173	2231	2047
CLUG_00377	Supercontig_1.1	744353	745264	-	912	3405	488	1653	1175	3115	3069	1714	2334	2423	2187
CLUG_00378	Supercontig_1.1	747072	748958	+	1887	642	107	467	296	676	651	460	589	721	796
CLUG_00379	Supercontig_1.1	749759	750394	-	636	2124	360	2161	1153	2260	2084	1577	1725	1732	2078
CLUG_00380	Supercontig_1.1	751358	752197	+	840	20168	5234	20832	12992	18011	14000	23317	19470	19250	17932
CLUG_00381	Supercontig_1.1	751370	752293	-	924	22168	5654	22931	14258	19694	15603	25063	21140	20920	19812
CLUG_00382	Supercontig_1.1	753181	754161	-	981	1177	170	802	568	1008	922	658	868	880	971
CLUG_00383	Supercontig_1.1	755831	756814	-	984	120	30	122	84	107	114	105	123	99	176
CLUG_00384	Supercontig_1.1	757641	758975	+	1335	2042	308	1486	1068	1655	1375	1545	2024	1591	1479
CLUG_00385	Supercontig_1.1	759141	760334	-	1194	1680	219	1157	762	1566	1380	1097	1337	1608	1276
CLUG_00386	Supercontig_1.1	761128	761637	+	510	5779	758	3434	1891	7835	5888	3874	4691	6149	4485
CLUG_00387	Supercontig_1.1	761739	764378	-	2640	2947	390	1601	1229	2379	1897	1700	2075	2278	1812
CLUG_00388	Supercontig_1.1	764823	765449	+	627	760	110	421	341	1326	1260	458	549	850	797
CLUG_00389	Supercontig_1.1	765577	767253	-	1677	1788	281	1273	1308	1892	1667	1281	1577	1873	1758
CLUG_00390	Supercontig_1.1	767974	769701	-	1728	4381	696	3379	2184	6488	5523	4741	4151	5029	5555
CLUG_00391	Supercontig_1.1	769889	773221	-	3333	772	80	153	156	679	954	198	446	612	682
CLUG_00392	Supercontig_1.1	773948	777334	-	3387	2494	402	1448	1416	2433	1860	1767	2097	2643	1961
CLUG_00393	Supercontig_1.1	778265	779308	-	1044	1782	236	1501	1105	1393	1508	1061	1241	1183	1626
CLUG_00394	Supercontig_1.1	780274	782598	+	2325	49714	8760	36022	14300	113803	119663	78157	65678	81404	66030
CLUG_00395	Supercontig_1.1	780313	782616	-	2304	51983	9203	36922	14967	121310	122236	84336	69685	86563	68106
CLUG_00396	Supercontig_1.1	784086	785192	-	1107	6402	872	4558	3069	8234	7670	4810	5164	6607	5803
CLUG_00397	Supercontig_1.1	787556	788431	-	876	50131	5633	24763	20876	33190	31314	24313	36150	28782	27319
CLUG_00398	Supercontig_1.1	787613	788410	+	798	50763	5723	25523	21087	33543	32375	24691	36607	29016	28401
CLUG_00399	Supercontig_1.1	788445	789254	+	810	53028	5839	28911	21671	35496	31214	23612	35312	29774	30450
CLUG_00400	Supercontig_1.1	790032	791918	-	1887	3296	524	2062	1849	3126	2340	2283	2621	3177	2581
CLUG_00401	Supercontig_1.1	792068	793138	-	1071	24	1	21	13	1	5	14	29	19	10
CLUG_00402	Supercontig_1.1	793332	794918	-	1587	10	3	10	6	1	1	9	8	7	4
CLUG_00403	Supercontig_1.1	794885	797278	-	2394	16	2	7	5	4	2	19	16	12	14
CLUG_00404	Supercontig_1.1	798421	799779	+	1359	315	56	176	122	274	233	191	245	350	363
CLUG_00405	Supercontig_1.1	800822	801847	-	1026	177	17	56	96	193	222	51	126	185	222
CLUG_00406	Supercontig_1.1	800990	802114	+	1125	262	23	80	124	283	341	83	177	273	369
CLUG_00407	Supercontig_1.1	802312	802941	-	630	1424	159	1696	1252	2618	2931	1055	1192	1676	2044
CLUG_00408	Supercontig_1.1	803942	805243	-	1302	1364	216	1059	645	1404	1781	787	1062	1291	1453
CLUG_00409	Supercontig_1.1	805966	806706	-	741	1337	180	983	637	996	1130	787	1013	996	1165
CLUG_00410	Supercontig_1.1	806318	806620	+	303	585	70	389	257	424	479	277	431	397	465
CLUG_00411	Supercontig_1.1	807342	807914	+	573	607	91	296	165	420	323	296	427	424	292
CLUG_00412	Supercontig_1.1	808328	811621	-	3294	5856	763	3212	2240	5213	4924	3033	4018	4695	4234
CLUG_00413	Supercontig_1.1	812427	813098	+	672	8	1	9	4	5	4	4	5	2	4
CLUG_00414	Supercontig_1.1	814098	815327	+	1230	0	0	0	0	0	0	0	0	0	0
CLUG_00415	Supercontig_1.1	816599	817912	+	1314	5213	698	3491	2330	6688	6571	3522	4618	5483	5309
CLUG_00416	Supercontig_1.1	818570	820975	-	2406	1111	210	666	344	1391	1719	739	1068	1425	1248
CLUG_00417	Supercontig_1.1	822960	824525	+	1566	710	128	772	1849	979	832	936	1810	1002	1022
CLUG_00418	Supercontig_1.1	825460	826398	+	939	3435	455	4587	4369	3241	3514	2957	4698	2934	3952
CLUG_00419	Supercontig_1.1	827508	829151	+	1644	398264	59299	421305	341533	383864	172286	563678	511076	363863	236123
CLUG_00420	Supercontig_1.1	830696	831748	+	1053	116178	21231	130969	98189	143943	88761	146765	123501	121891	100516
CLUG_00421	Supercontig_1.1	834313	835590	+	1278	102628	17227	114557	85308	102843	58982	147969	132010	100302	72935
CLUG_00422	Supercontig_1.1	836461	837735	+	1275	25191	4537	26704	11031	48170	38664	26673	17905	26255	23315
CLUG_00423	Supercontig_1.1	839040	840701	+	1662	18356	1795	19843	22348	16288	12905	16375	20023	13566	14962
CLUG_00424	Supercontig_1.1	841824	843407	-	1584	3860	591	2533	1905	3636	3072	2196	2835	3527	3909
CLUG_00425	Supercontig_1.1	843646	844113	+	468	125	18	53	50	102	74	58	92	106	75
CLUG_00426	Supercontig_1.1	844472	847534	-	3063	1177	202	732	534	987	1018	719	846	976	839
CLUG_00427	Supercontig_1.1	848005	849303	-	1299	457	45	371	279	409	399	254	354	374	402
CLUG_00428	Supercontig_1.1	849592	850449	+	858	1571	224	1033	645	3716	4318	793	1182	2008	2123
CLUG_00429	Supercontig_1.1	851128	851775	-	648	842	99	434	208	523	531	353	471	544	560
CLUG_00430	Supercontig_1.1	852740	853738	+	999	3496	490	2922	1914	2843	2659	2528	2821	2737	2603
CLUG_00431	Supercontig_1.1	853909	857307	-	3399	9642	1410	7548	4652	8729	6352	13515	11779	5580	5383
CLUG_00432	Supercontig_1.1	858373	858939	+	567	322	57	266	142	270	277	208	199	202	297
CLUG_00433	Supercontig_1.1	859545	862304	-	2760	2142	300	1503	1172	1892	2233	1385	2024	2023	2246
CLUG_00434	Supercontig_1.1	862649	864376	-	1728	855	99	388	281	911	737	379	640	697	846
CLUG_00435	Supercontig_1.1	866068	867222	-	1155	1054	161	653	404	773	828	598	761	788	875
CLUG_00436	Supercontig_1.1	868644	871010	-	2367	3317	558	3336	2726	3207	2416	3422	3603	3362	3055
CLUG_00437	Supercontig_1.1	873156	875933	+	2778	2185	286	1516	1213	1641	1741	1541	1715	1636	1716
CLUG_00438	Supercontig_1.1	876302	876844	-	543	10060	1541	6071	3799	7373	4151	7897	7860	7104	5288
CLUG_00439	Supercontig_1.1	878188	879696	+	1509	16	4	21	8	12	3	16	12	5	14
CLUG_00440	Supercontig_1.1	879846	880760	-	915	46633	6782	37063	28926	22414	13196	43175	46133	27788	21074
CLUG_00441	Supercontig_1.1	881473	882705	-	1233	2376	291	1516	1099	1968	1903	1394	1725	1840	1878
CLUG_00442	Supercontig_1.1	883324	888918	-	5595	4242	594	1709	1324	1496	1913	2234	3226	2402	4579
CLUG_00443	Supercontig_1.1	889720	891885	-	2166	2620	437	951	860	1008	948	1780	2947	1697	2949
CLUG_00444	Supercontig_1.1	892959	894749	-	1791	535	78	207	211	382	442	371	479	444	480
CLUG_00445	Supercontig_1.1	896704	897714	+	1011	423	51	279	143	266	234	287	325	324	353
CLUG_00446	Supercontig_1.1	898469	899755	-	1287	14616	2052	11049	9420	17848	14157	18900	15909	14780	17112
CLUG_00447	Supercontig_1.1	901302	904202	-	2901	755	85	386	288	534	648	307	526	658	803
CLUG_00448	Supercontig_1.1	905598	906140	+	543	22604	2895	14067	8254	9407	6249	18440	20096	10685	9439
CLUG_00449	Supercontig_1.1	907383	908231	-	849	2690	313	2068	1585	2826	2267	1912	2367	2478	2357
CLUG_00450	Supercontig_1.1	907560	908198	+	639	2620	306	2003	1540	2788	2208	1853	2287	2444	2298
CLUG_00451	Supercontig_1.1	908497	911199	-	2703	1432	197	1090	898	1499	1669	1001	1247	1559	1850
CLUG_00452	Supercontig_1.1	909248	909709	+	462	195	18	136	109	193	263	108	156	194	272
CLUG_00453	Supercontig_1.1	912950	918517	-	5568	8483	1209	4744	3351	4239	4136	4988	6360	5282	4822
CLUG_00454	Supercontig_1.1	919597	921156	-	1560	312	29	263	192	361	484	217	294	334	381
CLUG_00455	Supercontig_1.1	922124	923233	+	1110	51005	3865	13609	15401	33417	50156	18829	38809	35265	43822
CLUG_00456	Supercontig_1.1	923598	924851	+	1254	1766	236	1391	845	1010	1091	1085	1501	1213	1575
CLUG_00457	Supercontig_1.1	923772	924695	-	924	1026	140	1007	558	610	776	600	839	737	1175
CLUG_00458	Supercontig_1.1	925524	926684	+	1161	848	109	709	396	660	845	685	781	727	1030
CLUG_00459	Supercontig_1.1	928123	929547	-	1425	1803	256	1234	877	1816	1498	1348	1717	1726	1830
CLUG_00460	Supercontig_1.1	932250	933980	-	1731	549	100	298	224	584	617	357	528	570	697
CLUG_00461	Supercontig_1.1	932268	934349	+	2082	629	118	372	266	694	743	409	621	673	813
CLUG_00462	Supercontig_1.1	936211	937305	+	1095	868	126	535	421	597	447	529	747	565	514
CLUG_00463	Supercontig_1.1	938479	938916	-	438	1403	202	855	510	1350	1033	773	901	1038	963
CLUG_00464	Supercontig_1.1	939325	940002	+	678	365	52	195	166	293	255	221	252	305	240
CLUG_00465	Supercontig_1.1	941827	943680	-	1854	4077	462	1760	1170	3611	3531	1877	2949	3425	3252
CLUG_00466	Supercontig_1.1	945101	946738	+	1638	11472	2340	9537	5432	11540	6248	9839	8492	16143	15333
CLUG_00467	Supercontig_1.1	947233	948912	-	1680	155	43	91	45	23	12	142	124	36	74
CLUG_00468	Supercontig_1.1	947320	948966	+	1647	146	42	76	40	19	12	135	115	34	72
CLUG_00469	Supercontig_1.1	951963	952412	+	450	4256	554	3172	1898	10621	9452	3196	4025	7228	5396
CLUG_00470	Supercontig_1.1	952877	954187	-	1311	816	90	426	253	514	472	360	491	566	579
CLUG_00471	Supercontig_1.1	954717	959936	-	5220	4089	515	2407	2034	2812	2992	2205	3118	3119	2897
CLUG_00472	Supercontig_1.1	962613	963062	-	450	98325	7074	55494	51985	52417	41236	42995	76306	52961	56508
CLUG_00473	Supercontig_1.1	963235	963693	-	459	63	2	41	24	32	53	42	75	50	52
CLUG_00474	Supercontig_1.1	965384	967906	+	2523	846	108	364	183	650	581	314	447	674	567
CLUG_00475	Supercontig_1.1	969271	970818	-	1548	32951	4766	31263	16671	61658	56675	32663	33618	47326	44192
CLUG_00476	Supercontig_1.1	969283	970659	+	1377	24863	3763	22887	12945	49405	39454	26791	26268	38002	32128
CLUG_00477	Supercontig_1.1	971359	972246	+	888	897	135	502	330	579	424	525	614	670	561
