# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U5C_benomyl.r2.gsnap_reads.tab" "-F" "GTF" "aln/U5C_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U5C_benomyl.r2.gsnap.bam
CLUG_00503	Supercontig_1.1	1010979	1011905	+	927	810
CLUG_00504	Supercontig_1.1	1012721	1015843	+	3123	475
CLUG_00505	Supercontig_1.1	1020337	1024911	-	4575	1927
CLUG_00506	Supercontig_1.1	1026954	1028675	-	1722	35500
CLUG_00507	Supercontig_1.1	1031601	1033115	+	1515	311
CLUG_00508	Supercontig_1.1	1033409	1036069	-	2661	3498
CLUG_00509	Supercontig_1.1	1036797	1037405	-	609	2772
CLUG_00510	Supercontig_1.1	1037505	1038011	-	507	2020
CLUG_00511	Supercontig_1.1	1038077	1039096	+	1020	2419
CLUG_00512	Supercontig_1.1	1039177	1040031	+	855	20593
CLUG_00513	Supercontig_1.1	1040135	1040770	+	636	1188
CLUG_00514	Supercontig_1.1	1040676	1041623	+	948	1552
CLUG_00515	Supercontig_1.1	1042162	1042911	+	750	1008
CLUG_00516	Supercontig_1.1	1043272	1044249	+	978	1515
CLUG_00517	Supercontig_1.1	1044344	1045027	+	684	5937
CLUG_00518	Supercontig_1.1	1045088	1046854	-	1767	34179
CLUG_00519	Supercontig_1.1	1047034	1049193	-	2160	800
CLUG_00520	Supercontig_1.1	1049369	1051585	-	2217	5387
CLUG_00521	Supercontig_1.1	1051713	1052900	+	1188	4595
CLUG_00522	Supercontig_1.1	1052949	1055555	-	2607	218
CLUG_00523	Supercontig_1.1	1060409	1062016	-	1608	6418
CLUG_00524	Supercontig_1.1	1062088	1065108	-	3021	707
CLUG_00525	Supercontig_1.1	1065808	1067601	+	1794	454
CLUG_00526	Supercontig_1.1	1067918	1068391	+	474	102
CLUG_00527	Supercontig_1.1	1068407	1070182	+	1776	961
CLUG_00528	Supercontig_1.1	1070664	1071626	+	963	404
CLUG_00529	Supercontig_1.1	1071590	1072411	+	822	344
CLUG_00530	Supercontig_1.1	1072586	1073683	-	1098	13278
CLUG_00531	Supercontig_1.1	1074500	1075750	+	1251	398
CLUG_00532	Supercontig_1.1	1076184	1078544	+	2361	823
CLUG_00533	Supercontig_1.1	1079532	1080551	+	1020	449
CLUG_00534	Supercontig_1.1	1080778	1081848	-	1071	2254
CLUG_00535	Supercontig_1.1	1082236	1083153	+	918	1526
CLUG_00536	Supercontig_1.1	1083220	1084158	-	939	118
CLUG_00537	Supercontig_1.1	1084563	1086455	-	1893	162
CLUG_00538	Supercontig_1.1	1087349	1087789	-	441	1471
CLUG_00539	Supercontig_1.1	1088292	1088888	-	597	4413
CLUG_00540	Supercontig_1.1	1091029	1092081	-	1053	1364
CLUG_00541	Supercontig_1.1	1093377	1094054	+	678	4120
CLUG_00542	Supercontig_1.1	1094487	1098476	-	3990	1398
CLUG_00543	Supercontig_1.1	1099174	1100220	-	1047	492
CLUG_00544	Supercontig_1.1	1101214	1102569	+	1356	1131
CLUG_00545	Supercontig_1.1	1102514	1103884	-	1371	1851
CLUG_00546	Supercontig_1.1	1104140	1105240	-	1101	2227
CLUG_00547	Supercontig_1.1	1106227	1107636	+	1410	2422
CLUG_00548	Supercontig_1.1	1108234	1108551	+	318	457
CLUG_00549	Supercontig_1.1	1108693	1110789	-	2097	2772
CLUG_00550	Supercontig_1.1	1111404	1112603	-	1200	599
CLUG_00551	Supercontig_1.1	1112898	1113416	-	519	243
CLUG_00552	Supercontig_1.1	1114852	1116384	+	1533	1157
CLUG_00553	Supercontig_1.1	1117408	1118370	+	963	1858
CLUG_00554	Supercontig_1.1	1119661	1121439	+	1779	2183
CLUG_00555	Supercontig_1.1	1122738	1125686	+	2949	1007
CLUG_00556	Supercontig_1.1	1125784	1127355	+	1572	9845
CLUG_00557	Supercontig_1.1	1127856	1129490	-	1635	1432
CLUG_00558	Supercontig_1.1	1131205	1131525	+	321	431
CLUG_00559	Supercontig_1.1	1132358	1134547	-	2190	2600
CLUG_00560	Supercontig_1.1	1135009	1135488	-	480	79
CLUG_00561	Supercontig_1.1	1136254	1138080	+	1827	3278
CLUG_00562	Supercontig_1.1	1140232	1142025	-	1794	377
CLUG_00563	Supercontig_1.1	1144119	1145858	+	1740	552
CLUG_00564	Supercontig_1.1	1146995	1148329	+	1335	37530
CLUG_00565	Supercontig_1.1	1149791	1150477	+	687	1177
CLUG_00566	Supercontig_1.1	1151478	1152560	-	1083	399
CLUG_00567	Supercontig_1.1	1153753	1154634	-	882	234
CLUG_00568	Supercontig_1.1	1156491	1157159	+	669	1706
CLUG_00569	Supercontig_1.1	1157687	1158457	+	771	176
CLUG_00570	Supercontig_1.1	1160388	1161077	+	690	55
CLUG_00571	Supercontig_1.1	1161440	1164952	+	3513	259
CLUG_00572	Supercontig_1.1	1165806	1166834	+	1029	414
CLUG_00573	Supercontig_1.1	1166782	1167702	+	921	367
CLUG_00574	Supercontig_1.1	1167262	1168089	-	828	348
CLUG_00575	Supercontig_1.1	1168093	1169256	-	1164	346
CLUG_00576	Supercontig_1.1	1168223	1168768	+	546	236
CLUG_00577	Supercontig_1.1	1170145	1172400	+	2256	192
CLUG_00578	Supercontig_1.1	1172768	1174018	-	1251	266
CLUG_00579	Supercontig_1.1	1173572	1174186	+	615	106
CLUG_00580	Supercontig_1.1	1176661	1178376	+	1716	790
CLUG_00581	Supercontig_1.1	1180314	1181213	+	900	237
CLUG_00582	Supercontig_1.1;Supercontig_1.1	1181714;1181969	1181867;1182336	+;+	522	4709
CLUG_00583	Supercontig_1.1	1181821	1182477	-	657	4901
CLUG_00584	Supercontig_1.1	1182841	1184787	+	1947	1029
CLUG_00585	Supercontig_1.1	1185269	1185874	-	606	151
CLUG_00586	Supercontig_1.1	1185934	1187745	+	1812	459
CLUG_00587	Supercontig_1.1	1186339	1187289	-	951	257
CLUG_00588	Supercontig_1.1	1189292	1190416	-	1125	1034
CLUG_00589	Supercontig_1.1	1191057	1191863	+	807	13863
CLUG_00590	Supercontig_1.1	1192672	1193352	+	681	250
CLUG_00591	Supercontig_1.1	1193511	1195490	-	1980	844
CLUG_00592	Supercontig_1.1	1195968	1196642	+	675	1155
CLUG_00593	Supercontig_1.1	1195976	1196620	-	645	1123
CLUG_00594	Supercontig_1.1	1197395	1198357	-	963	462
CLUG_00595	Supercontig_1.1	1198696	1200936	-	2241	812
CLUG_00596	Supercontig_1.1	1201389	1201979	+	591	528
CLUG_00597	Supercontig_1.1	1202058	1204577	-	2520	2473
CLUG_00598	Supercontig_1.1	1205407	1207989	+	2583	6985
CLUG_00599	Supercontig_1.1	1208259	1208969	+	711	50
CLUG_00600	Supercontig_1.1	1209005	1209736	+	732	47
CLUG_00601	Supercontig_1.1	1210249	1211334	-	1086	2417
CLUG_00602	Supercontig_1.1	1212449	1213069	+	621	5990
CLUG_00603	Supercontig_1.1	1213941	1215401	+	1461	2009
CLUG_00604	Supercontig_1.1	1216477	1216962	-	486	16313
CLUG_00605	Supercontig_1.1	1218208	1220043	+	1836	1249
CLUG_00606	Supercontig_1.1	1220509	1221432	+	924	1105
CLUG_00607	Supercontig_1.1	1220655	1221197	-	543	81
CLUG_00608	Supercontig_1.1	1220746	1221315	-	570	59
CLUG_00609	Supercontig_1.1	1222905	1226240	+	3336	1138
CLUG_00610	Supercontig_1.1	1226385	1227173	+	789	157
CLUG_00611	Supercontig_1.1	1227337	1229355	-	2019	447
CLUG_00612	Supercontig_1.1	1229496	1230017	+	522	124
CLUG_00613	Supercontig_1.1	1231014	1232615	+	1602	73
CLUG_00614	Supercontig_1.1	1233094	1233756	+	663	82
CLUG_00615	Supercontig_1.1	1233865	1234329	-	465	2668
CLUG_00616	Supercontig_1.1	1235035	1237080	-	2046	467
CLUG_00617	Supercontig_1.1	1238408	1240669	+	2262	1366
CLUG_00618	Supercontig_1.1	1241867	1243588	-	1722	61786
CLUG_00619	Supercontig_1.1	1241882	1243576	+	1695	59825
CLUG_00620	Supercontig_1.1	1244059	1246911	+	2853	3448
CLUG_00621	Supercontig_1.1	1246978	1248546	-	1569	2340
CLUG_00622	Supercontig_1.1	1248665	1250113	-	1449	794
CLUG_00623	Supercontig_1.1	1250034	1251356	-	1323	1275
CLUG_00624	Supercontig_1.1	1252362	1252700	-	339	606
CLUG_00625	Supercontig_1.1	1254147	1254665	+	519	1632
CLUG_00626	Supercontig_1.1	1257117	1257599	-	483	12
CLUG_00627	Supercontig_1.1	1258270	1259160	+	891	9
CLUG_00628	Supercontig_1.1	1258593	1259186	+	594	0
CLUG_00629	Supercontig_1.1	1259925	1260650	-	726	103
CLUG_00630	Supercontig_1.1	1260935	1262446	-	1512	81
CLUG_00631	Supercontig_1.1	1263621	1264625	+	1005	330
CLUG_00632	Supercontig_1.1	1265461	1267035	+	1575	871
CLUG_00633	Supercontig_1.1	1267681	1268106	+	426	1044
CLUG_00634	Supercontig_1.1	1268831	1270042	+	1212	369
CLUG_00635	Supercontig_1.1	1270250	1271614	-	1365	1051
CLUG_00636	Supercontig_1.1	1272517	1273014	+	498	274
CLUG_00637	Supercontig_1.1	1273534	1274358	+	825	99
CLUG_00638	Supercontig_1.1	1274750	1275529	-	780	16
CLUG_00639	Supercontig_1.1	1276120	1276872	+	753	1565
CLUG_00640	Supercontig_1.1	1276194	1276862	-	669	1589
CLUG_00641	Supercontig_1.1	1276968	1277747	+	780	24
CLUG_00642	Supercontig_1.1	1278885	1280288	-	1404	10743
CLUG_00643	Supercontig_1.1	1278918	1280222	+	1305	10676
CLUG_00644	Supercontig_1.1	1280602	1281867	-	1266	61
CLUG_00645	Supercontig_1.1	1282311	1283621	-	1311	26
CLUG_00646	Supercontig_1.1	1285238	1286719	+	1482	10
CLUG_00647	Supercontig_1.1	1288374	1288886	+	513	97
CLUG_00648	Supercontig_1.1	1291261	1292169	+	909	16
CLUG_00649	Supercontig_1.1	1292380	1294875	-	2496	265
CLUG_00650	Supercontig_1.1	1295629	1297794	-	2166	651
CLUG_00651	Supercontig_1.1	1299047	1300852	-	1806	205
CLUG_00652	Supercontig_1.1	1302573	1302917	-	345	208
CLUG_00653	Supercontig_1.1	1303501	1304265	-	765	503
CLUG_00654	Supercontig_1.1	1304831	1308979	-	4149	740
CLUG_00655	Supercontig_1.1	1309627	1311225	+	1599	466
CLUG_00656	Supercontig_1.1	1311871	1312836	+	966	2950
CLUG_00657	Supercontig_1.1	1313920	1314606	+	687	1322
CLUG_00658	Supercontig_1.1	1315093	1316790	+	1698	1441
CLUG_00659	Supercontig_1.1	1317430	1322463	+	5034	16375
CLUG_00660	Supercontig_1.1	1322558	1323085	-	528	96
CLUG_00661	Supercontig_1.1	1323268	1324644	-	1377	287
CLUG_00662	Supercontig_1.1	1324960	1325853	-	894	115
CLUG_00663	Supercontig_1.1	1325940	1326782	-	843	1010
CLUG_00664	Supercontig_1.1	1326958	1328430	+	1473	254
CLUG_00665	Supercontig_1.1	1328768	1329607	+	840	108
CLUG_00666	Supercontig_1.1	1330040	1333306	+	3267	8362
CLUG_00667	Supercontig_1.1	1334679	1336937	+	2259	6682
CLUG_00668	Supercontig_1.1	1337061	1338461	-	1401	4030
CLUG_00669	Supercontig_1.1	1339979	1340779	+	801	271
CLUG_00670	Supercontig_1.1	1341468	1342256	+	789	1773
CLUG_00671	Supercontig_1.1	1342427	1343086	-	660	1529
CLUG_00672	Supercontig_1.1	1343305	1344429	+	1125	149
CLUG_00673	Supercontig_1.1	1344505	1345641	-	1137	85
CLUG_00674	Supercontig_1.1	1346338	1350303	-	3966	119
CLUG_00675	Supercontig_1.1	1351508	1352323	-	816	116
CLUG_00676	Supercontig_1.1	1353615	1355636	+	2022	3335
CLUG_00677	Supercontig_1.1	1356673	1358325	+	1653	321
CLUG_00678	Supercontig_1.1	1358374	1359954	-	1581	290
CLUG_00679	Supercontig_1.1	1360248	1361483	+	1236	165
CLUG_00680	Supercontig_1.1	1363608	1367228	-	3621	299
CLUG_00681	Supercontig_1.1	1367994	1369022	-	1029	4433
CLUG_00682	Supercontig_1.1	1369493	1370665	-	1173	378
CLUG_00683	Supercontig_1.1	1370861	1371133	-	273	202
CLUG_00684	Supercontig_1.1	1371239	1371598	-	360	229
CLUG_00685	Supercontig_1.1	1372246	1372995	+	750	143
CLUG_00686	Supercontig_1.1	1374503	1376419	-	1917	346
CLUG_00687	Supercontig_1.1	1379210	1381069	+	1860	550
CLUG_00688	Supercontig_1.1	1382554	1383354	+	801	15
CLUG_00689	Supercontig_1.1	1384616	1386028	+	1413	3754
CLUG_00690	Supercontig_1.1	1386839	1387828	-	990	1142
CLUG_00691	Supercontig_1.1	1387994	1388989	-	996	343
CLUG_00692	Supercontig_1.1	1390054	1390545	-	492	128
CLUG_00693	Supercontig_1.1	1391079	1392428	+	1350	212
CLUG_00694	Supercontig_1.1	1391163	1392476	-	1314	205
CLUG_00695	Supercontig_1.1	1393392	1393541	-	150	3469
CLUG_00696	Supercontig_1.1	1394725	1396950	-	2226	1590
CLUG_00697	Supercontig_1.1	1397565	1399679	-	2115	1307
CLUG_00698	Supercontig_1.1	1400629	1400772	-	144	3975
CLUG_00699	Supercontig_1.1	1401150	1401665	-	516	7619
CLUG_00700	Supercontig_1.1	1402734	1404968	-	2235	69129
CLUG_00701	Supercontig_1.1	1405064	1405744	+	681	280
CLUG_00702	Supercontig_1.1	1406206	1407792	-	1587	3740
CLUG_00703	Supercontig_1.1	1408714	1409214	-	501	599
CLUG_00704	Supercontig_1.1	1409630	1410673	-	1044	341
CLUG_00705	Supercontig_1.1	1411189	1415490	+	4302	127
CLUG_00706	Supercontig_1.1	1415689	1416501	+	813	218
CLUG_00707	Supercontig_1.1	1416802	1417326	+	525	520
CLUG_00708	Supercontig_1.1	1418214	1420061	+	1848	582
CLUG_00709	Supercontig_1.1	1420089	1426001	-	5913	918
CLUG_00710	Supercontig_1.1	1426505	1428232	-	1728	79
CLUG_00711	Supercontig_1.1	1429442	1430485	-	1044	95
CLUG_00712	Supercontig_1.1	1430723	1432387	-	1665	30
CLUG_00713	Supercontig_1.1	1432584	1434932	-	2349	30
CLUG_00714	Supercontig_1.1	1435124	1435501	+	378	19
CLUG_00715	Supercontig_1.1	1435897	1437996	+	2100	109
CLUG_00716	Supercontig_1.1	1438132	1438818	+	687	16
CLUG_00717	Supercontig_1.1	1439207	1439695	+	489	33
CLUG_00718	Supercontig_1.1	1439759	1440247	-	489	299
CLUG_00719	Supercontig_1.1	1441016	1443469	+	2454	43
CLUG_00720	Supercontig_1.1	1444695	1446203	-	1509	422
CLUG_00721	Supercontig_1.1	1447890	1450655	-	2766	210
CLUG_00722	Supercontig_1.1	1450720	1452261	+	1542	535
CLUG_00723	Supercontig_1.1	1454202	1455884	+	1683	3429
CLUG_00724	Supercontig_1.1	1455931	1457718	-	1788	1356
CLUG_00725	Supercontig_1.1	1457936	1458958	+	1023	53
CLUG_00726	Supercontig_1.1	1458959	1460980	-	2022	113
CLUG_00727	Supercontig_1.1	1461257	1462780	-	1524	92
CLUG_00728	Supercontig_1.1	1464042	1464959	+	918	1069
CLUG_00729	Supercontig_1.1	1465775	1468708	+	2934	202
CLUG_00730	Supercontig_1.1	1468805	1470508	-	1704	266
CLUG_00731	Supercontig_1.1	1470858	1472465	+	1608	189
CLUG_00732	Supercontig_1.1	1473662	1474645	+	984	6
CLUG_00733	Supercontig_1.1	1475135	1477852	+	2718	87
CLUG_00734	Supercontig_1.1	1478389	1480803	+	2415	1111
CLUG_00735	Supercontig_1.1	1481012	1482547	-	1536	3132
CLUG_00736	Supercontig_1.1	1482752	1484899	-	2148	201
CLUG_00737	Supercontig_1.1	1485269	1486492	-	1224	330
CLUG_00738	Supercontig_1.1	1487175	1488200	-	1026	314
CLUG_00739	Supercontig_1.1	1489155	1490150	+	996	162
CLUG_00740	Supercontig_1.1	1491264	1492814	+	1551	2632
CLUG_00741	Supercontig_1.1	1492878	1494314	-	1437	5966
CLUG_00742	Supercontig_1.1	1495097	1496146	+	1050	80
CLUG_00743	Supercontig_1.1	1496396	1500409	+	4014	49
CLUG_00744	Supercontig_1.1	1500231	1503071	+	2841	332
CLUG_00745	Supercontig_1.1	1503196	1504611	+	1416	264
CLUG_00746	Supercontig_1.1	1504629	1505810	-	1182	486
CLUG_00747	Supercontig_1.1	1505851	1506354	+	504	396
CLUG_00748	Supercontig_1.1	1506415	1507368	-	954	266
CLUG_00749	Supercontig_1.1	1508536	1509549	-	1014	289
CLUG_00750	Supercontig_1.1	1509859	1511286	-	1428	158
CLUG_00751	Supercontig_1.1	1511697	1512371	-	675	2162
CLUG_00752	Supercontig_1.1	1513245	1514045	-	801	148
CLUG_00753	Supercontig_1.1	1515170	1516171	-	1002	2516
CLUG_00754	Supercontig_1.1	1517500	1518465	+	966	2083
CLUG_00755	Supercontig_1.1	1518553	1519878	-	1326	431
CLUG_00756	Supercontig_1.1	1520610	1522844	+	2235	531
CLUG_00757	Supercontig_1.1	1525175	1527172	+	1998	5335
CLUG_00758	Supercontig_1.1	1528013	1530877	-	2865	562
CLUG_00759	Supercontig_1.1	1531513	1533870	+	2358	808
CLUG_00760	Supercontig_1.1	1533917	1538386	-	4470	54
CLUG_00761	Supercontig_1.1	1539066	1540625	+	1560	13093
CLUG_00762	Supercontig_1.1	1543049	1544809	+	1761	40
CLUG_00763	Supercontig_1.1	1545377	1546693	-	1317	76
CLUG_00764	Supercontig_1.1	1549128	1549880	-	753	897
CLUG_00765	Supercontig_1.1	1551174	1552193	-	1020	46
CLUG_00766	Supercontig_1.1	1552524	1554536	-	2013	96
CLUG_00767	Supercontig_1.1	1554728	1556476	-	1749	12
CLUG_00768	Supercontig_1.1	1556593	1559007	-	2415	10
CLUG_00769	Supercontig_1.1	1559424	1561463	-	2040	31
CLUG_00770	Supercontig_1.1	1562811	1563431	-	621	12
CLUG_00771	Supercontig_1.1	1564013	1566007	-	1995	488
CLUG_00772	Supercontig_1.1	1566766	1567242	-	477	2504
CLUG_00773	Supercontig_1.1	1568181	1571549	+	3369	185
CLUG_00774	Supercontig_1.1	1571625	1572614	+	990	474
CLUG_00775	Supercontig_1.1	1572773	1574203	+	1431	63
CLUG_00776	Supercontig_1.1	1574672	1576606	+	1935	760
CLUG_00777	Supercontig_1.1	1576612	1577184	-	573	773
CLUG_00778	Supercontig_1.1	1576655	1577110	+	456	618
CLUG_00779	Supercontig_1.1	1577994	1580237	-	2244	700
CLUG_00780	Supercontig_1.1	1582107	1582952	-	846	619
CLUG_00781	Supercontig_1.1	1583317	1583934	+	618	274
CLUG_00782	Supercontig_1.1	1583953	1586781	-	2829	533
CLUG_00783	Supercontig_1.1	1587276	1588856	-	1581	5139
CLUG_00784	Supercontig_1.1	1589411	1591105	-	1695	39
CLUG_00785	Supercontig_1.1	1592135	1592929	-	795	687
CLUG_00786	Supercontig_1.1	1592393	1593106	+	714	965
CLUG_00787	Supercontig_1.1	1593938	1595137	+	1200	1066
CLUG_00788	Supercontig_1.1	1595938	1597761	+	1824	1341
CLUG_00789	Supercontig_1.1	1597864	1600851	-	2988	326
CLUG_00790	Supercontig_1.1	1601509	1603686	+	2178	9146
CLUG_00791	Supercontig_1.1	1604211	1605011	+	801	11910
CLUG_00792	Supercontig_1.1	1605467	1607161	+	1695	173
CLUG_00793	Supercontig_1.1	1607332	1607583	-	252	126
CLUG_00794	Supercontig_1.1	1608073	1608687	-	615	30
CLUG_00795	Supercontig_1.1	1609316	1609999	+	684	15
CLUG_00796	Supercontig_1.1	1610170	1610985	+	816	47
CLUG_00797	Supercontig_1.1	1611058	1612488	-	1431	63
CLUG_00798	Supercontig_1.1	1613493	1616153	+	2661	86
CLUG_00799	Supercontig_1.1	1616282	1617667	-	1386	93
CLUG_00800	Supercontig_1.1	1618477	1619538	+	1062	406
CLUG_00801	Supercontig_1.1	1619587	1624938	-	5352	237
CLUG_00802	Supercontig_1.1	1626473	1628893	+	2421	59
CLUG_00803	Supercontig_1.1	1629132	1630118	+	987	364
CLUG_00804	Supercontig_1.1	1630173	1631162	+	990	53
CLUG_00805	Supercontig_1.1	1631225	1633264	-	2040	338
CLUG_00806	Supercontig_1.1	1633796	1634680	-	885	121
CLUG_00807	Supercontig_1.1	1636300	1637673	+	1374	21
CLUG_00808	Supercontig_1.1	1637699	1640230	-	2532	104
CLUG_00809	Supercontig_1.1	1640969	1642759	+	1791	786
CLUG_00810	Supercontig_1.1	1642821	1644488	-	1668	637
CLUG_00811	Supercontig_1.1	1644797	1645819	-	1023	386
CLUG_00812	Supercontig_1.1	1646275	1646682	+	408	100
CLUG_00813	Supercontig_1.1	1646780	1649281	-	2502	544
CLUG_00814	Supercontig_1.1	1649413	1650888	-	1476	1991
CLUG_00815	Supercontig_1.1	1651063	1652130	+	1068	2403
CLUG_00816	Supercontig_1.1	1652266	1653135	-	870	84
CLUG_00817	Supercontig_1.1	1653990	1657544	+	3555	846
CLUG_00818	Supercontig_1.1	1657683	1659245	+	1563	2528
CLUG_00819	Supercontig_1.1	1659505	1661643	+	2139	169
CLUG_00820	Supercontig_1.1	1661902	1663443	+	1542	442
CLUG_00821	Supercontig_1.1	1664379	1665386	+	1008	189
CLUG_00822	Supercontig_1.1	1666183	1667295	-	1113	283
CLUG_00823	Supercontig_1.1	1668374	1668910	+	537	878
CLUG_00824	Supercontig_1.1	1669378	1670535	-	1158	529
CLUG_00825	Supercontig_1.1	1671463	1671972	+	510	20
CLUG_00826	Supercontig_1.1	1672617	1673789	-	1173	263
CLUG_00827	Supercontig_1.1	1674406	1676433	-	2028	3057
CLUG_00828	Supercontig_1.1	1675709	1676329	+	621	946
CLUG_00829	Supercontig_1.1	1676351	1677247	+	897	162
CLUG_00830	Supercontig_1.1	1677569	1678243	+	675	214
CLUG_00831	Supercontig_1.1	1678200	1679414	-	1215	1192
CLUG_00832	Supercontig_1.1	1680504	1683122	+	2619	894
CLUG_00833	Supercontig_1.1	1683238	1684056	-	819	422
CLUG_00834	Supercontig_1.1	1684323	1689191	+	4869	1327
CLUG_00835	Supercontig_1.1	1689391	1691655	-	2265	1058
CLUG_00836	Supercontig_1.1	1692616	1693350	+	735	81
CLUG_00837	Supercontig_1.1	1693366	1695615	-	2250	238
CLUG_00838	Supercontig_1.1	1696236	1698590	-	2355	158
CLUG_00839	Supercontig_1.1	1699241	1700137	-	897	10665
CLUG_00840	Supercontig_1.1	1700453	1703944	-	3492	177
CLUG_00841	Supercontig_1.1	1706340	1709243	+	2904	500
CLUG_00842	Supercontig_1.1	1711431	1712351	+	921	16
CLUG_00843	Supercontig_1.1	1711540	1712001	+	462	0
CLUG_00844	Supercontig_1.1	1712158	1712616	+	459	18
CLUG_00845	Supercontig_1.1	1713719	1714792	-	1074	77
CLUG_00846	Supercontig_1.1	1717156	1717452	-	297	73
CLUG_00847	Supercontig_1.1	1718796	1719305	+	510	1900
CLUG_00848	Supercontig_1.1	1720187	1721164	-	978	323
CLUG_00849	Supercontig_1.1	1722168	1723076	+	909	31345
CLUG_00850	Supercontig_1.1	1723818	1725122	-	1305	5423
CLUG_00851	Supercontig_1.1	1726209	1727543	+	1335	126
CLUG_00852	Supercontig_1.1	1728520	1730586	+	2067	6375
CLUG_00853	Supercontig_1.1	1730705	1731199	-	495	344
CLUG_00854	Supercontig_1.1	1731652	1732812	-	1161	489
CLUG_00855	Supercontig_1.1	1732891	1734234	-	1344	1037
CLUG_00856	Supercontig_1.1	1734349	1735143	-	795	83
CLUG_00857	Supercontig_1.1	1736081	1738348	+	2268	886
CLUG_00858	Supercontig_1.1	1738468	1739253	-	786	5035
CLUG_00859	Supercontig_1.1	1741914	1742411	-	498	2
CLUG_00860	Supercontig_1.1	1744048	1744911	-	864	32
CLUG_00861	Supercontig_1.1	1746469	1747821	+	1353	30
CLUG_00862	Supercontig_1.1	1748770	1750329	+	1560	158
CLUG_00863	Supercontig_1.1	1751757	1753280	+	1524	30
CLUG_00864	Supercontig_1.1	1753819	1755771	-	1953	244
CLUG_00865	Supercontig_1.1	1756910	1759123	-	2214	88
CLUG_00866	Supercontig_1.1	1760852	1763278	-	2427	1166
CLUG_00867	Supercontig_1.1	1764434	1765384	-	951	42
CLUG_00868	Supercontig_1.1	1766220	1767467	+	1248	112
CLUG_00869	Supercontig_1.1	1768022	1768822	-	801	1378
CLUG_00870	Supercontig_1.1	1769560	1771647	+	2088	25277
CLUG_00871	Supercontig_1.1	1771805	1773838	-	2034	30433
CLUG_00872	Supercontig_1.1	1774320	1776506	-	2187	765
CLUG_00873	Supercontig_1.1	1776752	1777777	-	1026	398
CLUG_00874	Supercontig_1.1	1778109	1778918	+	810	986
CLUG_00875	Supercontig_1.1	1779449	1780372	-	924	1019
CLUG_00876	Supercontig_1.1	1780810	1781238	+	429	225
CLUG_00877	Supercontig_1.1	1782683	1785274	+	2592	2470
CLUG_00878	Supercontig_1.1	1785449	1788235	-	2787	1429
CLUG_00879	Supercontig_1.1	1788596	1796776	-	8181	1162
CLUG_00880	Supercontig_1.1	1797487	1798731	+	1245	14186
CLUG_00881	Supercontig_1.1	1798077	1798646	-	570	7270
CLUG_00882	Supercontig_1.1	1798754	1800331	-	1578	2833
CLUG_00883	Supercontig_1.1	1801199	1803127	-	1929	2567
CLUG_00884	Supercontig_1.1;Supercontig_1.1	1803653;1803746	1803683;1804377	+;+	663	1979
CLUG_00885	Supercontig_1.1	1805214	1805660	-	447	336
CLUG_00886	Supercontig_1.1	1806031	1808106	-	2076	988
CLUG_00887	Supercontig_1.1	1807496	1808035	+	540	359
CLUG_00888	Supercontig_1.1	1809197	1810351	-	1155	6054
CLUG_00889	Supercontig_1.1	1810738	1811379	-	642	210
CLUG_00890	Supercontig_1.1	1811635	1813524	-	1890	270
CLUG_00891	Supercontig_1.1	1815184	1816641	-	1458	1340
CLUG_00892	Supercontig_1.1	1816959	1818212	-	1254	2503
CLUG_00893	Supercontig_1.1	1818557	1819954	-	1398	1413
CLUG_00894	Supercontig_1.1	1820110	1821597	-	1488	1946
CLUG_00895	Supercontig_1.1	1821783	1824656	-	2874	1682
CLUG_00896	Supercontig_1.1	1825229	1825909	+	681	530
CLUG_00897	Supercontig_1.1	1826518	1826715	+	198	2449
CLUG_00898	Supercontig_1.1	1827200	1828153	+	954	547
CLUG_00899	Supercontig_1.1	1828271	1829383	-	1113	182
CLUG_00900	Supercontig_1.1	1829609	1830034	+	426	12
CLUG_00901	Supercontig_1.1	1830160	1833648	-	3489	387
CLUG_00902	Supercontig_1.1	1834045	1834875	-	831	2489
CLUG_00903	Supercontig_1.1	1836367	1838532	+	2166	124
CLUG_00904	Supercontig_1.1	1839363	1840580	+	1218	37
CLUG_00905	Supercontig_1.1	1840674	1842386	-	1713	117
CLUG_00906	Supercontig_1.1	1842895	1843407	+	513	302
CLUG_00907	Supercontig_1.1	1844796	1845434	+	639	762
CLUG_00908	Supercontig_1.1	1845533	1846534	-	1002	6795
CLUG_00909	Supercontig_1.1	1847282	1848019	-	738	105
CLUG_00910	Supercontig_1.1	1848206	1851724	-	3519	870
CLUG_00911	Supercontig_1.1	1852234	1854444	+	2211	532
CLUG_00912	Supercontig_1.1	1854779	1855621	+	843	412
CLUG_00913	Supercontig_1.1	1856031	1856783	-	753	9
CLUG_00914	Supercontig_1.1	1857818	1858840	+	1023	1277
CLUG_00915	Supercontig_1.1	1859667	1861553	+	1887	16
CLUG_00916	Supercontig_1.1	1861992	1862441	+	450	827
CLUG_00917	Supercontig_1.1	1862658	1864079	+	1422	319
CLUG_00918	Supercontig_1.1	1865557	1867029	+	1473	14822
